"nsub" "bloque" "altura" "condicion" "trial" "distancia" "respuesta" "condicion_posicion" "condicion_sonido"
12 2 0 2 1 2 2 "PISO" "ROVED"
12 2 0 2 3 4.2 6 "PISO" "ROVED"
12 2 0 2 4 6 7 "PISO" "ROVED"
12 2 0 2 3 4.2 5 "PISO" "ROVED"
12 2 0 2 4 6 6 "PISO" "ROVED"
12 2 0 2 3 4.2 3 "PISO" "ROVED"
12 2 0 2 2 2.9 3 "PISO" "ROVED"
12 2 0 2 1 2 6 "PISO" "ROVED"
12 2 0 2 2 2.9 2 "PISO" "ROVED"
12 2 0 2 2 2.9 3 "PISO" "ROVED"
12 2 0 2 4 6 7 "PISO" "ROVED"
12 2 0 2 2 2.9 7 "PISO" "ROVED"
13 3 1 0 4 6 0.1 "CABEZA" "NORMAL"
13 3 1 0 1 2 0.05 "CABEZA" "NORMAL"
13 3 1 0 2 2.9 0.02 "CABEZA" "NORMAL"
13 3 1 0 1 2 0.1 "CABEZA" "NORMAL"
13 3 1 0 4 6 1 "CABEZA" "NORMAL"
13 3 1 0 1 2 1 "CABEZA" "NORMAL"
13 3 1 0 4 6 1.5 "CABEZA" "NORMAL"
13 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
13 3 1 0 3 4.2 0.05 "CABEZA" "NORMAL"
13 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
13 3 1 0 3 4.2 0.1 "CABEZA" "NORMAL"
13 3 1 0 4 6 1 "CABEZA" "NORMAL"
13 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
13 3 1 0 4 6 1 "CABEZA" "NORMAL"
13 3 1 0 2 2.9 0.1 "CABEZA" "NORMAL"
13 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
13 3 1 0 3 4.2 0.05 "CABEZA" "NORMAL"
13 3 1 0 2 2.9 0.05 "CABEZA" "NORMAL"
13 3 1 0 1 2 0.05 "CABEZA" "NORMAL"
13 3 1 0 1 2 0.03 "CABEZA" "NORMAL"
13 5 1 2 2 2.9 0.5 "CABEZA" "ROVED"
13 5 1 2 1 2 0.5 "CABEZA" "ROVED"
13 5 1 2 1 2 0.05 "CABEZA" "ROVED"
13 5 1 2 2 2.9 0.05 "CABEZA" "ROVED"
13 5 1 2 4 6 1 "CABEZA" "ROVED"
13 5 1 2 4 6 0.05 "CABEZA" "ROVED"
13 5 1 2 1 2 1.5 "CABEZA" "ROVED"
13 5 1 2 3 4.2 2 "CABEZA" "ROVED"
13 5 1 2 3 4.2 2 "CABEZA" "ROVED"
13 5 1 2 3 4.2 0.5 "CABEZA" "ROVED"
13 5 1 2 1 2 2.5 "CABEZA" "ROVED"
13 5 1 2 1 2 0.05 "CABEZA" "ROVED"
13 5 1 2 2 2.9 0.05 "CABEZA" "ROVED"
13 5 1 2 2 2.9 2 "CABEZA" "ROVED"
13 5 1 2 3 4.2 0.5 "CABEZA" "ROVED"
13 5 1 2 2 2.9 0.2 "CABEZA" "ROVED"
13 5 1 2 3 4.2 0.2 "CABEZA" "ROVED"
13 5 1 2 4 6 0.5 "CABEZA" "ROVED"
13 5 1 2 2 2.9 1 "CABEZA" "ROVED"
13 5 1 2 4 6 0.1 "CABEZA" "ROVED"
13 0 0 0 1 2 0.5 "PISO" "NORMAL"
13 0 0 0 1 2 0.5 "PISO" "NORMAL"
13 0 0 0 1 2 1 "PISO" "NORMAL"
13 0 0 0 3 4.2 3 "PISO" "NORMAL"
13 0 0 0 2 2.9 0.6 "PISO" "NORMAL"
13 0 0 0 2 2.9 2 "PISO" "NORMAL"
13 0 0 0 1 2 1 "PISO" "NORMAL"
13 0 0 0 2 2.9 2 "PISO" "NORMAL"
13 0 0 0 3 4.2 3 "PISO" "NORMAL"
13 0 0 0 3 4.2 3 "PISO" "NORMAL"
13 0 0 0 3 4.2 3 "PISO" "NORMAL"
13 0 0 0 4 6 6 "PISO" "NORMAL"
13 0 0 0 2 2.9 1 "PISO" "NORMAL"
13 0 0 0 4 6 3 "PISO" "NORMAL"
13 0 0 0 3 4.2 2 "PISO" "NORMAL"
13 0 0 0 4 6 3 "PISO" "NORMAL"
13 0 0 0 1 2 0.5 "PISO" "NORMAL"
13 0 0 0 1 2 0.5 "PISO" "NORMAL"
13 0 0 0 4 6 2 "PISO" "NORMAL"
13 0 0 0 2 2.9 1 "PISO" "NORMAL"
13 2 0 2 3 4.2 0.1 "PISO" "ROVED"
13 2 0 2 4 6 3 "PISO" "ROVED"
13 2 0 2 3 4.2 1 "PISO" "ROVED"
13 2 0 2 2 2.9 3 "PISO" "ROVED"
13 2 0 2 2 2.9 2 "PISO" "ROVED"
13 2 0 2 1 2 0.1 "PISO" "ROVED"
13 2 0 2 4 6 3 "PISO" "ROVED"
13 2 0 2 4 6 3 "PISO" "ROVED"
13 2 0 2 3 4.2 2 "PISO" "ROVED"
13 2 0 2 3 4.2 0.7 "PISO" "ROVED"
13 2 0 2 1 2 0.1 "PISO" "ROVED"
13 2 0 2 2 2.9 2 "PISO" "ROVED"
13 2 0 2 3 4.2 0.2 "PISO" "ROVED"
13 2 0 2 2 2.9 1 "PISO" "ROVED"
13 2 0 2 1 2 2 "PISO" "ROVED"
13 2 0 2 3 4.2 1 "PISO" "ROVED"
13 2 0 2 1 2 1 "PISO" "ROVED"
13 2 0 2 4 6 5 "PISO" "ROVED"
13 2 0 2 2 2.9 2 "PISO" "ROVED"
13 2 0 2 1 2 1 "PISO" "ROVED"
14 3 1 0 4 6 1 "CABEZA" "NORMAL"
14 3 1 0 1 2 0.5 "CABEZA" "NORMAL"
14 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
14 3 1 0 1 2 0.5 "CABEZA" "NORMAL"
14 3 1 0 4 6 2 "CABEZA" "NORMAL"
14 3 1 0 1 2 1 "CABEZA" "NORMAL"
14 3 1 0 4 6 0.5 "CABEZA" "NORMAL"
14 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
14 3 1 0 3 4.2 0.5 "CABEZA" "NORMAL"
14 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
14 3 1 0 3 4.2 0.5 "CABEZA" "NORMAL"
14 3 1 0 4 6 2 "CABEZA" "NORMAL"
14 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
14 3 1 0 4 6 1 "CABEZA" "NORMAL"
14 3 1 0 2 2.9 0.5 "CABEZA" "NORMAL"
14 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
14 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
14 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
14 3 1 0 1 2 0.5 "CABEZA" "NORMAL"
14 3 1 0 1 2 1 "CABEZA" "NORMAL"
14 4 1 1 1 2 1 "CABEZA" "ROVED"
14 4 1 1 2 2.9 0.5 "CABEZA" "ROVED"
14 4 1 1 3 4.2 0.5 "CABEZA" "ROVED"
14 4 1 1 1 2 1 "CABEZA" "ROVED"
14 4 1 1 2 2.9 1 "CABEZA" "ROVED"
14 4 1 1 2 2.9 2 "CABEZA" "ROVED"
14 4 1 1 3 4.2 0.5 "CABEZA" "ROVED"
14 4 1 1 3 4.2 1 "CABEZA" "ROVED"
14 4 1 1 2 2.9 1.5 "CABEZA" "ROVED"
14 4 1 1 3 4.2 1 "CABEZA" "ROVED"
14 4 1 1 3 4.2 0.5 "CABEZA" "ROVED"
14 4 1 1 1 2 1 "CABEZA" "ROVED"
14 4 1 1 4 6 1 "CABEZA" "ROVED"
14 4 1 1 4 6 2 "CABEZA" "ROVED"
14 4 1 1 4 6 1 "CABEZA" "ROVED"
14 4 1 1 4 6 0.5 "CABEZA" "ROVED"
14 4 1 1 2 2.9 1 "CABEZA" "ROVED"
14 4 1 1 1 2 0.5 "CABEZA" "ROVED"
14 4 1 1 1 2 1 "CABEZA" "ROVED"
14 4 1 1 1 2 0.5 "CABEZA" "ROVED"
14 0 0 0 1 2 1 "PISO" "NORMAL"
14 0 0 0 1 2 0.5 "PISO" "NORMAL"
14 0 0 0 1 2 2 "PISO" "NORMAL"
14 0 0 0 3 4.2 4 "PISO" "NORMAL"
14 0 0 0 2 2.9 3 "PISO" "NORMAL"
14 0 0 0 2 2.9 3 "PISO" "NORMAL"
14 0 0 0 1 2 1 "PISO" "NORMAL"
14 0 0 0 2 2.9 0.5 "PISO" "NORMAL"
14 0 0 0 3 4.2 4 "PISO" "NORMAL"
14 0 0 0 3 4.2 4 "PISO" "NORMAL"
14 0 0 0 3 4.2 4 "PISO" "NORMAL"
14 0 0 0 4 6 8 "PISO" "NORMAL"
14 0 0 0 2 2.9 0.5 "PISO" "NORMAL"
14 0 0 0 4 6 6 "PISO" "NORMAL"
14 0 0 0 3 4.2 4 "PISO" "NORMAL"
14 0 0 0 4 6 8 "PISO" "NORMAL"
14 0 0 0 1 2 0.5 "PISO" "NORMAL"
14 0 0 0 1 2 2 "PISO" "NORMAL"
14 0 0 0 4 6 8 "PISO" "NORMAL"
14 0 0 0 2 2.9 3 "PISO" "NORMAL"
14 2 0 2 3 4.2 2 "PISO" "ROVED"
14 2 0 2 4 6 1 "PISO" "ROVED"
14 2 0 2 3 4.2 2 "PISO" "ROVED"
14 2 0 2 2 2.9 2 "PISO" "ROVED"
14 2 0 2 2 2.9 2 "PISO" "ROVED"
14 2 0 2 1 2 1 "PISO" "ROVED"
14 2 0 2 4 6 8 "PISO" "ROVED"
14 2 0 2 4 6 5 "PISO" "ROVED"
14 2 0 2 3 4.2 3 "PISO" "ROVED"
14 2 0 2 3 4.2 2.3 "PISO" "ROVED"
14 2 0 2 1 2 1 "PISO" "ROVED"
14 2 0 2 2 2.9 0.5 "PISO" "ROVED"
14 2 0 2 3 4.2 6 "PISO" "ROVED"
14 2 0 2 2 2.9 1 "PISO" "ROVED"
14 2 0 2 1 2 0.5 "PISO" "ROVED"
14 2 0 2 3 4.2 1 "PISO" "ROVED"
14 2 0 2 1 2 0.5 "PISO" "ROVED"
14 2 0 2 4 6 6 "PISO" "ROVED"
14 2 0 2 2 2.9 3 "PISO" "ROVED"
14 2 0 2 1 2 0.5 "PISO" "ROVED"
15 3 1 0 2 2.9 1.15 "CABEZA" "NORMAL"
15 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
15 3 1 0 2 2.9 1.27 "CABEZA" "NORMAL"
15 3 1 0 4 6 2.7 "CABEZA" "NORMAL"
15 3 1 0 1 2 1.9 "CABEZA" "NORMAL"
15 3 1 0 4 6 3.05 "CABEZA" "NORMAL"
15 3 1 0 3 4.2 2.8 "CABEZA" "NORMAL"
15 3 1 0 4 6 3.6 "CABEZA" "NORMAL"
15 3 1 0 2 2.9 1.7 "CABEZA" "NORMAL"
15 3 1 0 2 2.9 2.15 "CABEZA" "NORMAL"
15 3 1 0 2 2.9 1.97 "CABEZA" "NORMAL"
15 3 1 0 3 4.2 2.1 "CABEZA" "NORMAL"
15 3 1 0 1 2 1.3 "CABEZA" "NORMAL"
15 3 1 0 1 2 1 "CABEZA" "NORMAL"
15 3 1 0 1 2 1.34 "CABEZA" "NORMAL"
15 3 1 0 3 4.2 2.85 "CABEZA" "NORMAL"
15 3 1 0 4 6 3.1 "CABEZA" "NORMAL"
15 3 1 0 4 6 3.5 "CABEZA" "NORMAL"
15 3 1 0 1 2 2.1 "CABEZA" "NORMAL"
15 3 1 0 3 4.2 2.8 "CABEZA" "NORMAL"
15 5 1 2 4 6 4 "CABEZA" "ROVED"
15 5 1 2 2 2.9 1 "CABEZA" "ROVED"
15 5 1 2 4 6 2.2 "CABEZA" "ROVED"
15 5 1 2 4 6 2.1 "CABEZA" "ROVED"
15 5 1 2 4 6 3.5 "CABEZA" "ROVED"
15 5 1 2 3 4.2 1.3 "CABEZA" "ROVED"
15 5 1 2 1 2 4.2 "CABEZA" "ROVED"
15 5 1 2 2 2.9 1.4 "CABEZA" "ROVED"
15 5 1 2 1 2 2.9 "CABEZA" "ROVED"
15 5 1 2 1 2 3.5 "CABEZA" "ROVED"
15 5 1 2 3 4.2 2.8 "CABEZA" "ROVED"
15 5 1 2 3 4.2 3.15 "CABEZA" "ROVED"
15 5 1 2 3 4.2 3.8 "CABEZA" "ROVED"
15 5 1 2 1 2 3.7 "CABEZA" "ROVED"
15 5 1 2 2 2.9 3.5 "CABEZA" "ROVED"
15 5 1 2 2 2.9 2.1 "CABEZA" "ROVED"
15 5 1 2 1 2 1.9 "CABEZA" "ROVED"
15 5 1 2 4 6 3.2 "CABEZA" "ROVED"
15 5 1 2 4 6 3.2 "CABEZA" "ROVED"
15 5 1 2 3 4.2 3.9 "CABEZA" "ROVED"
15 0 0 0 3 4.2 1.1 "PISO" "NORMAL"
15 0 0 0 1 2 1 "PISO" "NORMAL"
15 0 0 0 2 2.9 1.5 "PISO" "NORMAL"
15 0 0 0 4 6 4 "PISO" "NORMAL"
15 0 0 0 4 6 4 "PISO" "NORMAL"
15 0 0 0 3 4.2 2.4 "PISO" "NORMAL"
15 0 0 0 3 4.2 2 "PISO" "NORMAL"
15 0 0 0 4 6 3.8 "PISO" "NORMAL"
15 0 0 0 3 4.2 2 "PISO" "NORMAL"
15 0 0 0 3 4.2 2.15 "PISO" "NORMAL"
15 0 0 0 2 2.9 1.8 "PISO" "NORMAL"
15 0 0 0 2 2.9 2.25 "PISO" "NORMAL"
15 0 0 0 1 2 1 "PISO" "NORMAL"
15 0 0 0 1 2 1.5 "PISO" "NORMAL"
15 0 0 0 1 2 1.6 "PISO" "NORMAL"
15 0 0 0 1 2 1.7 "PISO" "NORMAL"
15 0 0 0 4 6 3.8 "PISO" "NORMAL"
15 0 0 0 4 6 3.5 "PISO" "NORMAL"
15 0 0 0 2 2.9 1.9 "PISO" "NORMAL"
15 0 0 0 3 4.2 3.3 "PISO" "NORMAL"
15 2 0 2 1 2 1.8 "PISO" "ROVED"
15 2 0 2 1 2 1 "PISO" "ROVED"
15 2 0 2 4 6 2.7 "PISO" "ROVED"
15 2 0 2 3 4.2 1.9 "PISO" "ROVED"
15 2 0 2 2 2.9 2.2 "PISO" "ROVED"
15 2 0 2 4 6 3 "PISO" "ROVED"
15 2 0 2 1 2 1.5 "PISO" "ROVED"
15 2 0 2 3 4.2 2.4 "PISO" "ROVED"
15 2 0 2 2 2.9 3 "PISO" "ROVED"
15 2 0 2 3 4.2 2.5 "PISO" "ROVED"
15 2 0 2 1 2 1.7 "PISO" "ROVED"
15 2 0 2 4 6 2.4 "PISO" "ROVED"
15 2 0 2 2 2.9 2.15 "PISO" "ROVED"
15 2 0 2 3 4.2 3 "PISO" "ROVED"
15 2 0 2 2 2.9 3.9 "PISO" "ROVED"
15 2 0 2 1 2 1.9 "PISO" "ROVED"
15 2 0 2 4 6 2.9 "PISO" "ROVED"
15 2 0 2 3 4.2 2.8 "PISO" "ROVED"
15 2 0 2 4 6 4.3 "PISO" "ROVED"
15 2 0 2 1 2 1 "PISO" "ROVED"
16 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
16 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
16 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
16 3 1 0 4 6 2.5 "CABEZA" "NORMAL"
16 3 1 0 1 2 2.8 "CABEZA" "NORMAL"
16 3 1 0 4 6 2 "CABEZA" "NORMAL"
16 3 1 0 3 4.2 1.7 "CABEZA" "NORMAL"
16 3 1 0 4 6 1 "CABEZA" "NORMAL"
16 3 1 0 2 2.9 1.2 "CABEZA" "NORMAL"
16 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
16 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
16 3 1 0 3 4.2 1.2 "CABEZA" "NORMAL"
16 3 1 0 1 2 1 "CABEZA" "NORMAL"
16 3 1 0 1 2 1.3 "CABEZA" "NORMAL"
16 3 1 0 1 2 1 "CABEZA" "NORMAL"
16 3 1 0 3 4.2 1.5 "CABEZA" "NORMAL"
16 3 1 0 4 6 1.2 "CABEZA" "NORMAL"
16 3 1 0 4 6 1.8 "CABEZA" "NORMAL"
16 3 1 0 1 2 1.4 "CABEZA" "NORMAL"
16 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
16 5 1 2 4 6 1.2 "CABEZA" "ROVED"
16 5 1 2 2 2.9 1 "CABEZA" "ROVED"
16 5 1 2 4 6 2 "CABEZA" "ROVED"
16 5 1 2 4 6 1.5 "CABEZA" "ROVED"
16 5 1 2 4 6 1.8 "CABEZA" "ROVED"
16 5 1 2 3 4.2 1.8 "CABEZA" "ROVED"
16 5 1 2 1 2 1.5 "CABEZA" "ROVED"
16 5 1 2 2 2.9 1 "CABEZA" "ROVED"
16 5 1 2 1 2 1 "CABEZA" "ROVED"
16 5 1 2 1 2 1.4 "CABEZA" "ROVED"
16 5 1 2 3 4.2 1.3 "CABEZA" "ROVED"
16 5 1 2 3 4.2 1.2 "CABEZA" "ROVED"
16 5 1 2 3 4.2 1.5 "CABEZA" "ROVED"
16 5 1 2 1 2 1.3 "CABEZA" "ROVED"
16 5 1 2 2 2.9 1.5 "CABEZA" "ROVED"
16 5 1 2 2 2.9 1.2 "CABEZA" "ROVED"
16 5 1 2 1 2 1 "CABEZA" "ROVED"
16 5 1 2 4 6 1.5 "CABEZA" "ROVED"
16 5 1 2 4 6 2 "CABEZA" "ROVED"
16 5 1 2 3 4.2 1.3 "CABEZA" "ROVED"
16 0 0 0 3 4.2 2.5 "PISO" "NORMAL"
16 0 0 0 1 2 0.4 "PISO" "NORMAL"
16 0 0 0 2 2.9 1 "PISO" "NORMAL"
16 0 0 0 4 6 4 "PISO" "NORMAL"
16 0 0 0 4 6 5 "PISO" "NORMAL"
16 0 0 0 3 4.2 3 "PISO" "NORMAL"
16 0 0 0 3 4.2 3 "PISO" "NORMAL"
16 0 0 0 4 6 5 "PISO" "NORMAL"
16 0 0 0 3 4.2 2 "PISO" "NORMAL"
16 0 0 0 3 4.2 2 "PISO" "NORMAL"
16 0 0 0 2 2.9 4 "PISO" "NORMAL"
16 0 0 0 2 2.9 3 "PISO" "NORMAL"
16 0 0 0 1 2 1 "PISO" "NORMAL"
16 0 0 0 1 2 1 "PISO" "NORMAL"
16 0 0 0 1 2 1 "PISO" "NORMAL"
16 0 0 0 1 2 1 "PISO" "NORMAL"
16 0 0 0 4 6 4 "PISO" "NORMAL"
16 0 0 0 4 6 5 "PISO" "NORMAL"
16 0 0 0 2 2.9 2 "PISO" "NORMAL"
16 0 0 0 3 4.2 1 "PISO" "NORMAL"
16 2 0 2 1 2 1 "PISO" "ROVED"
16 2 0 2 1 2 1 "PISO" "ROVED"
16 2 0 2 4 6 2 "PISO" "ROVED"
16 2 0 2 3 4.2 1.5 "PISO" "ROVED"
16 2 0 2 2 2.9 1.3 "PISO" "ROVED"
16 2 0 2 4 6 2.2 "PISO" "ROVED"
16 2 0 2 1 2 0.55 "PISO" "ROVED"
16 2 0 2 3 4.2 1 "PISO" "ROVED"
16 2 0 2 2 2.9 2 "PISO" "ROVED"
16 2 0 2 3 4.2 1.2 "PISO" "ROVED"
16 2 0 2 1 2 1 "PISO" "ROVED"
16 2 0 2 4 6 3 "PISO" "ROVED"
16 2 0 2 2 2.9 1 "PISO" "ROVED"
16 2 0 2 3 4.2 2 "PISO" "ROVED"
16 2 0 2 2 2.9 1.8 "PISO" "ROVED"
16 2 0 2 1 2 0.6 "PISO" "ROVED"
16 2 0 2 4 6 4 "PISO" "ROVED"
16 2 0 2 3 4.2 1 "PISO" "ROVED"
16 2 0 2 4 6 1 "PISO" "ROVED"
16 2 0 2 1 2 1 "PISO" "ROVED"
17 3 1 0 4 6 7 "CABEZA" "NORMAL"
17 3 1 0 2 2.9 6 "CABEZA" "NORMAL"
17 3 1 0 2 2.9 6 "CABEZA" "NORMAL"
17 3 1 0 4 6 7 "CABEZA" "NORMAL"
17 3 1 0 3 4.2 4 "CABEZA" "NORMAL"
17 3 1 0 1 2 3 "CABEZA" "NORMAL"
17 3 1 0 4 6 7 "CABEZA" "NORMAL"
17 3 1 0 3 4.2 6 "CABEZA" "NORMAL"
17 3 1 0 4 6 7 "CABEZA" "NORMAL"
17 3 1 0 1 2 3 "CABEZA" "NORMAL"
17 3 1 0 1 2 4 "CABEZA" "NORMAL"
17 3 1 0 4 6 6 "CABEZA" "NORMAL"
17 3 1 0 3 4.2 3 "CABEZA" "NORMAL"
17 3 1 0 1 2 3 "CABEZA" "NORMAL"
17 3 1 0 2 2.9 3 "CABEZA" "NORMAL"
17 3 1 0 2 2.9 4 "CABEZA" "NORMAL"
17 3 1 0 3 4.2 5 "CABEZA" "NORMAL"
17 3 1 0 2 2.9 4 "CABEZA" "NORMAL"
17 3 1 0 1 2 3 "CABEZA" "NORMAL"
17 3 1 0 3 4.2 4 "CABEZA" "NORMAL"
17 5 1 2 2 2.9 5 "CABEZA" "ROVED"
17 5 1 2 3 4.2 6 "CABEZA" "ROVED"
17 5 1 2 1 2 5 "CABEZA" "ROVED"
17 5 1 2 2 2.9 6 "CABEZA" "ROVED"
17 5 1 2 4 6 6 "CABEZA" "ROVED"
17 5 1 2 1 2 7 "CABEZA" "ROVED"
17 5 1 2 1 2 5 "CABEZA" "ROVED"
17 5 1 2 3 4.2 4 "CABEZA" "ROVED"
17 5 1 2 3 4.2 4 "CABEZA" "ROVED"
17 5 1 2 4 6 5 "CABEZA" "ROVED"
17 5 1 2 3 4.2 3 "CABEZA" "ROVED"
17 5 1 2 2 2.9 4 "CABEZA" "ROVED"
17 5 1 2 2 2.9 5 "CABEZA" "ROVED"
17 5 1 2 4 6 6 "CABEZA" "ROVED"
17 5 1 2 3 4.2 5 "CABEZA" "ROVED"
17 5 1 2 1 2 3 "CABEZA" "ROVED"
17 5 1 2 1 2 4 "CABEZA" "ROVED"
17 5 1 2 4 6 7 "CABEZA" "ROVED"
17 5 1 2 2 2.9 5 "CABEZA" "ROVED"
17 5 1 2 2 2.9 6 "CABEZA" "ROVED"
17 0 0 0 1 2 3 "PISO" "NORMAL"
17 0 0 0 3 4.2 3 "PISO" "NORMAL"
17 0 0 0 2 2.9 3 "PISO" "NORMAL"
17 0 0 0 2 2.9 2 "PISO" "NORMAL"
17 0 0 0 1 2 2 "PISO" "NORMAL"
17 0 0 0 4 6 5 "PISO" "NORMAL"
17 0 0 0 4 6 5 "PISO" "NORMAL"
17 0 0 0 3 4.2 5 "PISO" "NORMAL"
17 0 0 0 3 4.2 4 "PISO" "NORMAL"
17 0 0 0 1 2 2 "PISO" "NORMAL"
17 0 0 0 1 2 2 "PISO" "NORMAL"
17 0 0 0 1 2 2 "PISO" "NORMAL"
17 0 0 0 2 2.9 3 "PISO" "NORMAL"
17 0 0 0 2 2.9 3 "PISO" "NORMAL"
17 0 0 0 4 6 4 "PISO" "NORMAL"
17 0 0 0 4 6 5 "PISO" "NORMAL"
17 0 0 0 1 2 3 "PISO" "NORMAL"
17 0 0 0 3 4.2 3 "PISO" "NORMAL"
17 0 0 0 2 2.9 4 "PISO" "NORMAL"
17 0 0 0 3 4.2 5 "PISO" "NORMAL"
17 2 0 2 3 4.2 3 "PISO" "ROVED"
17 2 0 2 3 4.2 3 "PISO" "ROVED"
17 2 0 2 2 2.9 3 "PISO" "ROVED"
17 2 0 2 2 2.9 4 "PISO" "ROVED"
17 2 0 2 4 6 4 "PISO" "ROVED"
17 2 0 2 4 6 4 "PISO" "ROVED"
17 2 0 2 3 4.2 5 "PISO" "ROVED"
17 2 0 2 2 2.9 5 "PISO" "ROVED"
17 2 0 2 3 4.2 6 "PISO" "ROVED"
17 2 0 2 4 6 4 "PISO" "ROVED"
17 2 0 2 2 2.9 4 "PISO" "ROVED"
17 2 0 2 1 2 1 "PISO" "ROVED"
17 2 0 2 3 4.2 4 "PISO" "ROVED"
17 2 0 2 1 2 1 "PISO" "ROVED"
17 2 0 2 1 2 2 "PISO" "ROVED"
17 2 0 2 3 4.2 3 "PISO" "ROVED"
17 2 0 2 2 2.9 3 "PISO" "ROVED"
17 2 0 2 1 2 4 "PISO" "ROVED"
17 2 0 2 4 6 5 "PISO" "ROVED"
17 2 0 2 1 2 1 "PISO" "ROVED"
18 3 1 0 1 2 6 "CABEZA" "NORMAL"
18 3 1 0 2 2.9 6 "CABEZA" "NORMAL"
18 3 1 0 2 2.9 5 "CABEZA" "NORMAL"
18 3 1 0 1 2 4 "CABEZA" "NORMAL"
18 3 1 0 4 6 4 "CABEZA" "NORMAL"
18 3 1 0 2 2.9 3 "CABEZA" "NORMAL"
18 3 1 0 1 2 4 "CABEZA" "NORMAL"
18 3 1 0 1 2 3 "CABEZA" "NORMAL"
18 3 1 0 4 6 2 "CABEZA" "NORMAL"
18 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
18 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
18 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
18 3 1 0 4 6 4 "CABEZA" "NORMAL"
18 3 1 0 2 2.9 3 "CABEZA" "NORMAL"
18 3 1 0 3 4.2 4 "CABEZA" "NORMAL"
18 3 1 0 1 2 5 "CABEZA" "NORMAL"
18 3 1 0 4 6 4 "CABEZA" "NORMAL"
18 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
18 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
18 3 1 0 4 6 4 "CABEZA" "NORMAL"
18 5 1 2 3 4.2 3 "CABEZA" "ROVED"
18 5 1 2 4 6 5 "CABEZA" "ROVED"
18 5 1 2 1 2 2 "CABEZA" "ROVED"
18 5 1 2 4 6 2 "CABEZA" "ROVED"
18 5 1 2 3 4.2 5 "CABEZA" "ROVED"
18 5 1 2 1 2 3 "CABEZA" "ROVED"
18 5 1 2 3 4.2 3 "CABEZA" "ROVED"
18 5 1 2 4 6 5 "CABEZA" "ROVED"
18 5 1 2 3 4.2 5 "CABEZA" "ROVED"
18 5 1 2 4 6 3 "CABEZA" "ROVED"
18 5 1 2 2 2.9 4 "CABEZA" "ROVED"
18 5 1 2 4 6 5 "CABEZA" "ROVED"
18 5 1 2 3 4.2 5 "CABEZA" "ROVED"
18 5 1 2 2 2.9 6 "CABEZA" "ROVED"
18 5 1 2 1 2 3 "CABEZA" "ROVED"
18 5 1 2 2 2.9 4 "CABEZA" "ROVED"
18 5 1 2 2 2.9 4 "CABEZA" "ROVED"
18 5 1 2 3 4.2 5 "CABEZA" "ROVED"
18 5 1 2 1 2 3 "CABEZA" "ROVED"
18 5 1 2 2 2.9 4 "CABEZA" "ROVED"
18 0 0 0 2 2.9 4 "PISO" "NORMAL"
18 0 0 0 3 4.2 4 "PISO" "NORMAL"
18 0 0 0 3 4.2 3 "PISO" "NORMAL"
18 0 0 0 2 2.9 2 "PISO" "NORMAL"
18 0 0 0 3 4.2 4 "PISO" "NORMAL"
18 0 0 0 2 2.9 2 "PISO" "NORMAL"
18 0 0 0 1 2 1 "PISO" "NORMAL"
18 0 0 0 2 2.9 4 "PISO" "NORMAL"
18 0 0 0 4 6 5 "PISO" "NORMAL"
18 0 0 0 4 6 4 "PISO" "NORMAL"
18 0 0 0 1 2 1 "PISO" "NORMAL"
18 0 0 0 1 2 1 "PISO" "NORMAL"
18 0 0 0 2 2.9 4 "PISO" "NORMAL"
18 0 0 0 4 6 5 "PISO" "NORMAL"
18 0 0 0 3 4.2 3 "PISO" "NORMAL"
18 0 0 0 1 2 1 "PISO" "NORMAL"
18 0 0 0 4 6 4 "PISO" "NORMAL"
18 0 0 0 3 4.2 3 "PISO" "NORMAL"
18 0 0 0 2 2.9 3 "PISO" "NORMAL"
18 0 0 0 4 6 5 "PISO" "NORMAL"
18 2 0 2 4 6 6 "PISO" "ROVED"
18 2 0 2 4 6 3 "PISO" "ROVED"
18 2 0 2 3 4.2 6 "PISO" "ROVED"
18 2 0 2 1 2 2 "PISO" "ROVED"
18 2 0 2 3 4.2 5 "PISO" "ROVED"
