subject;block;trial;target_distance;percived_distance;condition;type
S022;5;3;4.2;4.5;Ear level;ROVED
S022;5;4;6;3.5;Ear level;ROVED
S022;5;3;4.2;2;Ear level;ROVED
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;4;6;2.5;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;4;6;6;Floor level;NORMAL
S022;0;1;2;2.3;Floor level;NORMAL
S022;0;4;6;5;Floor level;NORMAL
S022;0;4;6;5.5;Floor level;NORMAL
S022;0;2;2.9;3.2;Floor level;NORMAL
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;3;4.2;4.5;Floor level;NORMAL
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;2;2.9;2.5;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;2;2.9;2.5;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;4;6;5.5;Floor level;NORMAL
S022;2;4;6;4;Floor level;ROVED
S022;2;4;6;4.5;Floor level;ROVED
S022;2;4;6;5.5;Floor level;ROVED
S022;2;4;6;5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;4;6;4.5;Floor level;ROVED
S022;2;1;2;1.5;Floor level;ROVED
S022;2;3;4.2;3.6;Floor level;ROVED
S022;2;3;4.2;4.5;Floor level;ROVED
S022;2;4;6;8;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;3;4.2;4;Floor level;ROVED
S022;2;2;2.9;3.5;Floor level;ROVED
S022;2;3;4.2;3.1;Floor level;ROVED
S022;2;1;2;2.5;Floor level;ROVED
S022;2;1;2;1.5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;3;4.2;4;Floor level;ROVED
S022;2;1;2;2.5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
