subject,block,condition,target_distance,type,location,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
S017,3,Ear level,4.2,NORMAL,standing,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.2714703393093186,0.12140522651411392,0.07369614512471655,5,0.047619047619047575,0.1628822035855911,0.07284313590846833,0.026530612244897948,5,0.2,1.140175425099138,0.5099019513592785,1.3,5
S018,3,Ear level,4.2,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,2.4,0.21295885499997996,0.09523809523809523,0.045351473922902494,5,-0.4285714285714286,0.21295885499997996,0.09523809523809523,0.045351473922902494,5,0.4285714285714286,0.8944271909999159,0.39999999999999997,0.8,5
S019,3,Ear level,4.2,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,4.1,0.21295885499997996,0.09523809523809523,0.045351473922902494,5,-0.02380952380952385,0.08518354199999198,0.03809523809523809,0.007256235827664398,5,0.1761904761904762,0.8944271909999159,0.39999999999999997,0.8,5
S020,3,Ear level,4.2,NORMAL,standing,0.8215838362577492,0.3674234614174767,0.675,5,1.6,0.19561519910898786,0.08748177652797062,0.03826530612244897,5,-0.6190476190476191,0.19561519910898786,0.08748177652797062,0.03826530612244897,5,0.6190476190476191,0.8215838362577492,0.3674234614174767,0.675,5
S021,3,Ear level,4.2,NORMAL,standing,0.39749213828703583,0.17776388834631177,0.158,5,2.46,0.09464098530643708,0.042324735320550415,0.00895691609977324,5,-0.4142857142857143,0.09464098530643708,0.042324735320550415,0.00895691609977324,5,0.4142857142857143,0.39749213828703583,0.17776388834631177,0.158,5
S022,3,Ear level,4.2,NORMAL,standing,0.7918333157931662,0.35411862419251544,0.627,5,1.78,0.18853174185551574,0.0843139581410751,0.03554421768707483,5,-0.5761904761904763,0.18853174185551574,0.0843139581410751,0.03554421768707483,5,0.5761904761904763,0.7918333157931662,0.35411862419251544,0.627,5
S001,0,Floor level,4.2,NORMAL,standing,0.14825653442597397,0.066302337817003107,0.021980000000000003,5,0.364,0.03529917486332713,0.01578627090881026,0.0012460317460317456,5,-0.9133333333333333,0.03529917486332713,0.01578627090881026,0.0012460317460317456,5,0.9133333333333333,0.1482565344259739,0.06630233781700308,0.021979999999999982,5
S002,0,Floor level,4.2,NORMAL,standing,0.260768096208106,0.11661903789690602,0.06800000000000002,5,1.54,0.062087641954310914,0.02776643759450142,0.003854875283446709,5,-0.6333333333333334,0.062087641954310914,0.02776643759450142,0.003854875283446709,5,0.6333333333333334,0.2607680962081058,0.11661903789690595,0.06799999999999994,5
S003,0,Floor level,4.2,NORMAL,standing,1.8618986725025255,0.760116950066092,3.466666666666667,6,3.6666666666666665,0.44330920773869653,0.18098022620621237,0.19652305366591077,6,-0.126984126984127,0.28729720245711154,0.11728859175816614,0.08253968253968252,6,0.3333333333333333,1.8618986725025255,0.760116950066092,3.466666666666667,6
S004,0,Floor level,4.2,NORMAL,standing,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,2.25,0.06873217490352689,0.03436608745176344,0.004724111866969012,4,-0.4642857142857143,0.06873217490352689,0.03436608745176344,0.004724111866969012,4,0.4642857142857143,0.28867513459481287,0.14433756729740643,0.08333333333333333,4
S005,0,Floor level,4.2,NORMAL,standing,0.4183300132670378,0.18708286933869706,0.175,5,2.6,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,-0.380952380952381,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,0.380952380952381,0.4183300132670378,0.18708286933869706,0.175,5
S006,0,Floor level,4.2,NORMAL,standing,0.6655824516917495,0.2976575213227443,0.443,5,2.56,0.1584720123075594,0.07087083841017722,0.025113378684807255,5,-0.39047619047619053,0.1584720123075594,0.07087083841017722,0.025113378684807255,5,0.39047619047619053,0.6655824516917495,0.2976575213227443,0.443,5
S007,0,Floor level,4.2,NORMAL,standing,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,1.8333333333333333,0.1229518522605529,0.05019488349473618,0.015117157974300828,6,-0.5634920634920635,0.1229518522605529,0.05019488349473618,0.015117157974300828,6,0.5634920634920635,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
S008,0,Floor level,4.2,NORMAL,standing,1.5,0.75,2.25,4,2.75,0.35714285714285715,0.17857142857142858,0.12755102040816327,4,-0.3452380952380953,0.1666666666666667,0.08333333333333336,0.02777777777777779,4,0.44047619047619047,1.5,0.75,2.25,4
S009,0,Floor level,4.2,NORMAL,standing,0.49799598391954925,0.22271057451320084,0.24799999999999997,5,2.56,0.11857047236179744,0.053026327265047815,0.014058956916099768,5,-0.3904761904761905,0.11857047236179744,0.053026327265047815,0.014058956916099768,5,0.3904761904761905,0.49799598391954925,0.22271057451320084,0.24799999999999997,5
S010,0,Floor level,4.2,NORMAL,standing,1.2549900398011133,0.5612486080160912,1.575,5,3.8,0.2988071523335984,0.13363062095621217,0.08928571428571429,5,-0.09523809523809527,0.18792940248258208,0.08404458378439425,0.03531746031746033,5,0.22857142857142856,1.2549900398011133,0.5612486080160912,1.575,5
S011,0,Floor level,4.2,NORMAL,standing,0.7756717518813397,0.3166666666666667,0.6016666666666667,6,3.3833333333333333,0.18468375044793803,0.0753968253968254,0.03410808767951625,6,-0.19444444444444448,0.18468375044793803,0.0753968253968254,0.03410808767951625,6,0.19444444444444448,0.7756717518813397,0.3166666666666667,0.6016666666666667,6
S012,0,Floor level,4.2,NORMAL,standing,0.5773502691896257,0.28867513459481287,0.3333333333333333,4,5.5,0.13746434980705374,0.06873217490352687,0.018896447467876033,4,0.3095238095238095,0.13746434980705374,0.06873217490352687,0.018896447467876033,4,0.3095238095238095,0.5773502691896257,0.28867513459481287,0.3333333333333333,4
S013,0,Floor level,4.2,NORMAL,standing,0,0,0,5,0.5,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,-0.33333333333333337,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,0.33333333333333337,0.44721359549995793,0.19999999999999998,0.2,5
S014,0,Floor level,4.2,NORMAL,standing,0,0,0,5,4,0,0,0,5,-0.04761904761904766,0,0,0,5,0.04761904761904766,0,0,0,5
S015,0,Floor level,4.2,NORMAL,standing,0.7116295852946718,0.2905215616400576,0.5064166666666665,6,2.158333333333333,0.16943561554635042,0.0691718003904899,0.028708427815570668,6,-0.48611111111111116,0.16943561554635042,0.0691718003904899,0.028708427815570668,6,0.48611111111111116,0.7116295852946718,0.2905215616400576,0.5064166666666665,6
S016,0,Floor level,4.2,NORMAL,standing,0.758287544405155,0.30956959368344517,0.575,6,2.25,0.1805446534297988,0.07370704611510599,0.03259637188208616,6,-0.4642857142857143,0.1805446534297988,0.07370704611510599,0.03259637188208616,6,0.4642857142857143,0.758287544405155,0.30956959368344517,0.575,6
S017,0,Floor level,4.2,NORMAL,standing,1,0.44721359549995793,1,5,4,0.2380952380952381,0.10647942749998998,0.05668934240362812,5,-0.04761904761904766,0.09759000729485333,0.04364357804719848,0.009523809523809525,5,0.2,1,0.44721359549995793,1,5
S018,0,Floor level,4.2,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.13041013273932528,0.058321184351980436,0.017006802721088437,5,-0.19047619047619052,0.13041013273932528,0.058321184351980436,0.017006802721088437,5,0.19047619047619052,0.5477225575051661,0.24494897427831777,0.3,5
S019,0,Floor level,4.2,NORMAL,standing,0.8944271909999159,0.36514837167011077,0.8,6,5,0.21295885499997996,0.08694008849288351,0.04535147392290249,6,0.1904761904761904,0.17213259316477403,0.07027283689263064,0.029629629629629613,6,0.2222222222222222,0.8944271909999159,0.36514837167011077,0.8,6
S020,0,Floor level,4.2,NORMAL,standing,0.9291573243177569,0.46457866215887844,0.8633333333333333,4,3.35,0.22122793436137067,0.11061396718068534,0.04894179894179893,4,-0.20238095238095238,0.22122793436137067,0.11061396718068534,0.04894179894179893,4,0.20238095238095238,0.9291573243177569,0.46457866215887844,0.8633333333333333,4
S021,0,Floor level,4.2,NORMAL,standing,0.469041575982343,0.20976176963403032,0.22,5,4,0.11167656571008165,0.049943278484292926,0.012471655328798186,5,-0.047619047619047665,0.0782460796435952,0.03499271061118828,0.006122448979591843,5,0.0857142857142857,0.469041575982343,0.20976176963403032,0.22,5
S022,0,Floor level,4.2,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,4.1,0.05323971374999499,0.023809523809523808,0.0028344671201814054,5,-0.02380952380952385,0.010647942749998961,0.004761904761904745,1.1337868480725543e-4,5,0.0523809523809524,0.22360679774997896,0.09999999999999999,0.05,5
S001,3,Ear level,6,NORMAL,standing,1.396424004376894,0.6244997998398397,1.95,5,3.7,0.2327373340628157,0.10408329997330663,0.05416666666666667,5,-0.3833333333333333,0.2327373340628157,0.10408329997330663,0.05416666666666667,5,0.3833333333333333,1.396424004376894,0.6244997998398397,1.95,5
S002,3,Ear level,6,NORMAL,standing,0.21213203435596428,0.09486832980505139,0.045000000000000005,5,1.5,0.03535533905932734,0.015811388300841882,0.0012499999999999976,5,-0.75,0.03535533905932734,0.015811388300841882,0.0012499999999999976,5,0.75,0.21213203435596423,0.09486832980505136,0.04499999999999999,5
S003,3,Ear level,6,NORMAL,standing,7.68869169625106,3.4384874581711067,59.11598,5,11.014,1.2814486160418435,0.5730812430285178,1.6421105555555557,5,0.8356666666666667,0.7879294243634882,0.35237275086980774,0.6208327777777779,5,1.231,7.68869169625106,3.4384874581711067,59.11598,5
S004,3,Ear level,6,NORMAL,standing,0.5,0.22360679774997896,0.25,5,3,0.08333333333333334,0.037267799624996496,0.006944444444444446,5,-0.5,0.08333333333333334,0.037267799624996496,0.006944444444444446,5,0.5,0.5,0.22360679774997896,0.25,5
S005,3,Ear level,6,NORMAL,standing,0.1341640786499873,0.05999999999999996,0.017999999999999978,5,3.06,0.022360679774997894,0.009999999999999998,4.999999999999998e-4,5,-0.49,0.022360679774997894,0.009999999999999998,4.999999999999998e-4,5,0.49,0.1341640786499873,0.05999999999999996,0.017999999999999978,5
S006,3,Ear level,6,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,-0.6333333333333333,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,0.6333333333333333,0.44721359549995793,0.19999999999999998,0.2,5
S007,3,Ear level,6,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,3.1,0.0912870929175277,0.04082482904638631,0.008333333333333337,5,-0.48333333333333334,0.0912870929175277,0.04082482904638631,0.008333333333333337,5,0.48333333333333334,0.5477225575051661,0.24494897427831777,0.3,5
S008,3,Ear level,6,NORMAL,standing,0.7071067811865476,0.31622776601683794,0.5,5,3,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,-0.5,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
S009,3,Ear level,6,NORMAL,standing,0.3701351104664349,0.16552945357246845,0.13699999999999996,5,1.92,0.061689185077739156,0.02758824226207808,0.003805555555555555,5,-0.6799999999999999,0.061689185077739156,0.02758824226207808,0.003805555555555555,5,0.6799999999999999,0.37013511046643494,0.16552945357246848,0.137,5
S010,3,Ear level,6,NORMAL,standing,1.08397416943394,0.4847679857416329,1.175,5,4.6,0.18066236157232332,0.08079466429027214,0.03263888888888889,5,-0.23333333333333334,0.18066236157232332,0.08079466429027214,0.03263888888888889,5,0.23333333333333334,1.08397416943394,0.4847679857416329,1.175,5
S011,3,Ear level,6,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.39999999999999997,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,0.39999999999999997,0.5477225575051661,0.24494897427831777,0.3,5
S012,3,Ear level,6,NORMAL,standing,0.8366600265340756,0.3741657386773941,0.7,5,7.2,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.19999999999999998,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.19999999999999998,0.8366600265340756,0.3741657386773941,0.7,5
S013,3,Ear level,6,NORMAL,standing,0,0,0,5,0.5,0.08449194570424386,0.03778594682918212,0.0071388888888888925,5,-0.8466666666666667,0.08449194570424386,0.03778594682918212,0.0071388888888888925,5,0.8466666666666667,0.5069516742254632,0.22671568097509273,0.2570000000000002,5
S014,3,Ear level,6,NORMAL,standing,0.6708203932499369,0.3,0.45,5,1.3,0.11180339887498951,0.05000000000000001,0.012500000000000004,5,-0.7833333333333333,0.11180339887498951,0.05000000000000001,0.012500000000000004,5,0.7833333333333333,0.6708203932499369,0.3,0.45,5
S015,3,Ear level,6,NORMAL,standing,0.36469165057620934,0.1630950643030009,0.13299999999999998,5,3.19,0.060781941762701554,0.027182510717166812,0.003694444444444443,5,-0.4683333333333333,0.060781941762701554,0.027182510717166812,0.003694444444444443,5,0.4683333333333333,0.36469165057620934,0.1630950643030009,0.13299999999999998,5
S016,3,Ear level,6,NORMAL,standing,0.6082762530298219,0.27202941017470883,0.37,5,1.7,0.10137937550497031,0.045338235029118136,0.010277777777777775,5,-0.7166666666666667,0.10137937550497031,0.045338235029118136,0.010277777777777775,5,0.7166666666666667,0.6082762530298219,0.27202941017470883,0.36999999999999994,5
S017,3,Ear level,6,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,6.8,0.07453559924999298,0.033333333333333326,0.005555555555555555,5,0.13333333333333333,0.07453559924999298,0.033333333333333326,0.005555555555555555,5,0.13333333333333333,0.44721359549995793,0.19999999999999998,0.2,5
S018,3,Ear level,6,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,3.6,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,-0.39999999999999997,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.39999999999999997,0.8944271909999159,0.39999999999999997,0.8,5
S019,3,Ear level,6,NORMAL,standing,1.9235384061671346,0.8602325267042626,3.7,5,6.8,0.3205897343611891,0.14337208778404378,0.10277777777777777,5,0.13333333333333333,0.19002923751652298,0.08498365855987973,0.03611111111111111,5,0.26666666666666666,1.9235384061671346,0.8602325267042626,3.7,5
S020,3,Ear level,6,NORMAL,standing,0.570087712549569,0.25495097567963926,0.325,5,1.8,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,-0.7,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,0.7,0.570087712549569,0.25495097567963926,0.325,5
S021,3,Ear level,6,NORMAL,standing,0.17888543819998315,0.07999999999999999,0.031999999999999994,5,3.12,0.029814239699997195,0.013333333333333332,8.888888888888888e-4,5,-0.48,0.029814239699997195,0.013333333333333332,8.888888888888888e-4,5,0.48,0.17888543819998315,0.07999999999999999,0.031999999999999994,5
S022,3,Ear level,6,NORMAL,standing,0.7416198487095663,0.33166247903553997,0.55,5,2.4,0.12360330811826103,0.05527707983925666,0.015277777777777774,5,-0.6,0.12360330811826103,0.05527707983925666,0.015277777777777774,5,0.6,0.7416198487095663,0.33166247903553997,0.55,5
S001,0,Floor level,6,NORMAL,standing,0.08406346808612326,0.04203173404306163,0.0070666666666666655,4,0.19,0.014010578014353865,0.007005289007176932,1.9629629629629587e-4,4,-0.9683333333333334,0.014010578014353865,0.007005289007176932,1.9629629629629587e-4,4,0.9683333333333334,0.08406346808612332,0.04203173404306166,0.007066666666666673,4
S002,0,Floor level,6,NORMAL,standing,0.044721359549995836,0.020000000000000018,0.0020000000000000035,5,1.52,0.007453559924999273,0.0033333333333333214,5.555555555555516e-5,5,-0.7466666666666667,0.007453559924999273,0.0033333333333333214,5.555555555555516e-5,5,0.7466666666666667,0.044721359549995635,0.019999999999999928,0.0019999999999999857,5
S003,0,Floor level,6,NORMAL,standing,3.286335345030997,1.469693845669907,10.8,5,7.6,0.5477225575051661,0.24494897427831777,0.3,5,0.26666666666666666,0.4346134936801766,0.19436506316151,0.18888888888888888,5,0.39999999999999997,3.286335345030997,1.469693845669907,10.8,5
S004,0,Floor level,6,NORMAL,standing,0.4183300132670378,0.17078251276599332,0.175,6,2.75,0.06972166887783962,0.02846375212766555,0.0048611111111111095,6,-0.5416666666666666,0.06972166887783962,0.02846375212766555,0.0048611111111111095,6,0.5416666666666666,0.4183300132670378,0.17078251276599332,0.175,6
S005,0,Floor level,6,NORMAL,standing,0,0,0,4,2,0,0,0,4,-0.6666666666666666,0,0,0,4,0.6666666666666666,0,0,0,4
S006,0,Floor level,6,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,3.1,0.03726779962499649,0.016666666666666663,0.0013888888888888883,5,-0.48333333333333334,0.03726779962499649,0.016666666666666663,0.0013888888888888883,5,0.48333333333333334,0.22360679774997896,0.09999999999999999,0.05,5
S007,0,Floor level,6,NORMAL,standing,0.6519202405202649,0.291547594742265,0.425,5,2.6,0.10865337342004415,0.0485912657903775,0.011805555555555555,5,-0.5666666666666667,0.10865337342004415,0.0485912657903775,0.011805555555555555,5,0.5666666666666667,0.6519202405202649,0.291547594742265,0.425,5
S008,0,Floor level,6,NORMAL,standing,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,4.166666666666667,0.19484086574166867,0.0795434503515353,0.037962962962962955,6,-0.3055555555555555,0.19484086574166867,0.0795434503515353,0.037962962962962955,6,0.3055555555555555,1.1690451944500122,0.47726070210921184,1.3666666666666667,6
S009,0,Floor level,6,NORMAL,standing,1.1633285577743433,0.5816642788871716,1.3533333333333335,4,3.9000000000000004,0.19388809296239057,0.09694404648119528,0.03759259259259261,4,-0.35,0.19388809296239057,0.09694404648119528,0.03759259259259261,4,0.35,1.1633285577743433,0.5816642788871716,1.3533333333333335,4
S010,0,Floor level,6,NORMAL,standing,0.9746794344808963,0.43588989435406733,0.95,5,4.7,0.16244657241348273,0.07264831572567788,0.026388888888888885,5,-0.21666666666666665,0.16244657241348273,0.07264831572567788,0.026388888888888885,5,0.21666666666666665,0.9746794344808963,0.43588989435406733,0.95,5
S011,0,Floor level,6,NORMAL,standing,1.2617448236470004,0.5642694391866353,1.5919999999999999,5,5.08,0.21029080394116673,0.09404490653110589,0.04422222222222222,5,-0.15333333333333335,0.21029080394116673,0.09404490653110589,0.04422222222222222,5,0.15333333333333335,1.2617448236470004,0.5642694391866353,1.5919999999999999,5
S012,0,Floor level,6,NORMAL,standing,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,5.166666666666667,0.19484086574166867,0.0795434503515353,0.03796296296296296,6,-0.1388888888888889,0.19484086574166867,0.0795434503515353,0.03796296296296296,6,0.1388888888888889,1.1690451944500122,0.47726070210921184,1.3666666666666667,6
S013,0,Floor level,6,NORMAL,standing,0,0,0,4,0.5,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,-0.41666666666666663,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.41666666666666663,1.7320508075688772,0.8660254037844386,3,4
S014,0,Floor level,6,NORMAL,standing,1,0.5,1,4,7.5,0.16666666666666666,0.08333333333333333,0.027777777777777776,4,0.25,0.16666666666666666,0.08333333333333333,0.027777777777777776,4,0.25,1,0.5,1,4
S015,0,Floor level,6,NORMAL,standing,0.20493901531919198,0.0916515138991168,0.042,5,3.82,0.03415650255319868,0.015275252316519473,0.0011666666666666678,5,-0.36333333333333334,0.03415650255319868,0.015275252316519473,0.0011666666666666678,5,0.36333333333333334,0.20493901531919198,0.0916515138991168,0.042,5
S016,0,Floor level,6,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,-0.2333333333333333,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,0.5477225575051661,0.24494897427831777,0.3,5
S017,0,Floor level,6,NORMAL,standing,0.5,0.25,0.25,4,4.75,0.08333333333333333,0.041666666666666664,0.006944444444444444,4,-0.20833333333333331,0.08333333333333333,0.041666666666666664,0.006944444444444444,4,0.20833333333333331,0.5,0.25,0.25,4
S018,0,Floor level,6,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,-0.2333333333333333,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,0.5477225575051661,0.24494897427831777,0.3,5
S019,0,Floor level,6,NORMAL,standing,0.6708203932499369,0.3,0.45,5,7.7,0.11180339887498948,0.049999999999999996,0.0125,5,0.2833333333333333,0.11180339887498948,0.049999999999999996,0.0125,5,0.2833333333333333,0.6708203932499369,0.3,0.45,5
S020,0,Floor level,6,NORMAL,standing,0.816496580927726,0.33333333333333337,0.6666666666666666,6,5.333333333333333,0.13608276348795434,0.05555555555555556,0.018518518518518517,6,-0.1111111111111111,0.13608276348795434,0.05555555555555556,0.018518518518518517,6,0.1111111111111111,0.816496580927726,0.33333333333333337,0.6666666666666666,6
S021,0,Floor level,6,NORMAL,standing,0.912870929175277,0.4564354645876385,0.8333333333333337,4,5.4,0.15214515486254618,0.07607257743127309,0.023148148148148157,4,-0.1,0.05527707983925668,0.02763853991962834,0.003055555555555557,4,0.15833333333333335,0.912870929175277,0.4564354645876385,0.8333333333333337,4
S022,0,Floor level,6,NORMAL,standing,1.3874436925511608,0.6204836822995429,1.925,5,4.9,0.2312406154251935,0.10341394704992382,0.053472222222222233,5,-0.18333333333333335,0.2312406154251935,0.10341394704992382,0.053472222222222233,5,0.18333333333333335,1.3874436925511608,0.6204836822995429,1.925,5
S014,4,Ear level,2,ROVED,standing,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.8333333333333334,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.5833333333333334,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.5833333333333334,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
S001,5,Ear level,2,ROVED,standing,0.16431676725154984,0.07348469228349534,0.027,5,0.22,0.03354101966249682,0.014999999999999987,0.0011249999999999982,5,-0.9349999999999999,0.03354101966249682,0.014999999999999987,0.0011249999999999982,5,0.9349999999999999,0.06708203932499364,0.029999999999999975,0.004499999999999993,5
S002,5,Ear level,2,ROVED,standing,0.5188127472091126,0.2594063736045563,0.2691666666666666,4,1.175,0.2594063736045563,0.12970318680227816,0.06729166666666667,4,-0.41250000000000003,0.2594063736045563,0.12970318680227816,0.06729166666666667,4,0.41250000000000003,0.5188127472091126,0.2594063736045563,0.26916666666666667,4
S003,5,Ear level,2,ROVED,standing,3.7013511046643495,1.6552945357246849,13.7,5,7.8,1.8506755523321747,0.8276472678623424,3.425,5,2.9,1.8506755523321747,0.8276472678623424,3.425,5,2.9,3.7013511046643495,1.6552945357246849,13.7,5
S004,5,Ear level,2,ROVED,standing,0.6055300708194983,0.2472066162365221,0.36666666666666664,6,2.6666666666666665,0.30276503540974914,0.12360330811826105,0.09166666666666666,6,0.3333333333333333,0.30276503540974914,0.12360330811826105,0.09166666666666666,6,0.3333333333333333,0.6055300708194983,0.2472066162365221,0.36666666666666664,6
S005,5,Ear level,2,ROVED,standing,0.27386127875258304,0.12247448713915889,0.075,5,1.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.1,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.27386127875258304,0.12247448713915889,0.075,5
S006,5,Ear level,2,ROVED,standing,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,2.25,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.125,0.25,0.125,0.0625,4,0.375,0.9574271077563381,0.47871355387816905,0.9166666666666666,4
S007,5,Ear level,2,ROVED,standing,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.44721359549995793,0.19999999999999998,0.2,5
S008,5,Ear level,2,ROVED,standing,1.224744871391589,0.5,1.5,6,1.5,0.6123724356957945,0.25,0.375,6,-0.25,0.2041241452319315,0.08333333333333334,0.041666666666666664,6,0.5833333333333334,1.224744871391589,0.5,1.5,6
S009,5,Ear level,2,ROVED,standing,0.31144823004794875,0.1392838827718412,0.09699999999999999,5,0.78,0.15572411502397437,0.0696419413859206,0.024249999999999997,5,-0.61,0.15572411502397437,0.0696419413859206,0.024249999999999997,5,0.61,0.31144823004794875,0.1392838827718412,0.09699999999999999,5
S010,5,Ear level,2,ROVED,standing,2.1,1.05,4.41,4,4.95,1.05,0.525,1.1025,4,1.475,1.05,0.525,1.1025,4,1.475,2.1,1.05,4.41,4
S011,5,Ear level,2,ROVED,standing,0.6708203932499369,0.3,0.45,5,1.7,0.33541019662496846,0.15,0.1125,5,-0.15,0.25,0.11180339887498948,0.0625,5,0.25,0.6708203932499369,0.3,0.45,5
S012,5,Ear level,2,ROVED,standing,5.046450898073483,2.060204952048326,25.466666666666665,6,6.333333333333333,2.5232254490367416,1.030102476024163,6.366666666666666,6,2.1666666666666665,2.3380903889000244,0.9545214042184237,5.466666666666667,6,2.3333333333333335,5.046450898073483,2.060204952048326,25.466666666666665,6
S013,5,Ear level,2,ROVED,standing,0,0,0,5,0.5,0.5316836465418134,0.23777615523849316,0.2826875,5,-0.54,0.3676785280649388,0.16443083652405346,0.1351875,5,0.64,1.0633672930836269,0.4755523104769863,1.13075,5
S015,5,Ear level,2,ROVED,standing,0.882043082847998,0.3944616584663205,0.7780000000000002,5,3.24,0.441021541423999,0.19723082923316024,0.19450000000000006,5,0.62,0.40373258476372703,0.18055470085267789,0.16300000000000003,5,0.64,0.882043082847998,0.3944616584663205,0.7780000000000002,5
S016,5,Ear level,2,ROVED,standing,0.23021728866442676,0.10295630140987,0.05299999999999999,5,1.24,0.11510864433221338,0.051478150704935,0.013249999999999998,5,-0.38,0.11510864433221338,0.051478150704935,0.013249999999999998,5,0.38,0.23021728866442676,0.10295630140987,0.05299999999999999,5
S017,5,Ear level,2,ROVED,standing,1.4832396974191326,0.6633249580710799,2.2,5,4.8,0.7416198487095663,0.33166247903553997,0.55,5,1.4,0.7416198487095663,0.33166247903553997,0.55,5,1.4,1.4832396974191326,0.6633249580710799,2.2,5
S018,5,Ear level,2,ROVED,standing,0.5,0.25,0.25,4,2.75,0.25,0.125,0.0625,4,0.375,0.25,0.125,0.0625,4,0.375,0.5,0.25,0.25,4
S019,5,Ear level,2,ROVED,standing,6.026026883444846,2.6949211491247755,36.313,5,5.26,3.013013441722423,1.3474605745623878,9.07825,5,1.63,2.4409526828679002,1.091627225750622,5.95825,5,2.27,6.026026883444846,2.6949211491247755,36.313,5
S020,5,Ear level,2,ROVED,standing,0.4183300132670378,0.17078251276599332,0.175,6,1.25,0.2091650066335189,0.08539125638299666,0.04375,6,-0.375,0.2091650066335189,0.08539125638299666,0.04375,6,0.375,0.4183300132670378,0.17078251276599332,0.175,6
S021,5,Ear level,2,ROVED,standing,0.4219004621945797,0.18867962264113206,0.178,5,2.34,0.21095023109728986,0.09433981132056603,0.0445,5,0.17,0.21095023109728986,0.09433981132056603,0.0445,5,0.17,0.4219004621945797,0.18867962264113206,0.178,5
S022,5,Ear level,2,ROVED,standing,0.23629078131263043,0.11814539065631521,0.05583333333333333,4,1.175,0.11814539065631521,0.05907269532815761,0.013958333333333333,4,-0.4125,0.11814539065631521,0.05907269532815761,0.013958333333333333,4,0.4125,0.23629078131263043,0.11814539065631521,0.05583333333333333,4
S001,2,Floor level,2,ROVED,standing,0.16964669168598603,0.07586830695356263,0.02878,5,0.206,0.027973201461398693,0.012509996003196787,7.82499999999998e-4,5,-0.9420000000000001,0.027973201461398693,0.012509996003196787,7.82499999999998e-4,5,0.9420000000000001,0.055946402922797386,0.025019992006393574,0.003129999999999992,5
