subject,block,condition,target_distance,type,location,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
T002,0,Floor level,2.9,NORMAL,sitting,0.408248290463863,0.16666666666666669,0.16666666666666666,6,3.1666666666666665,0.14077527257374586,0.0574712643678161,0.019817677368212445,6,0.09195402298850579,0.14077527257374586,0.0574712643678161,0.019817677368212445,6,0.09195402298850579,0.408248290463863,0.16666666666666669,0.16666666666666666,6
T003,0,Floor level,2.9,NORMAL,sitting,0.20615528128088303,0.10307764064044152,0.0425,4,1.775,0.0710880280278907,0.03554401401394535,0.005053507728894174,4,-0.38793103448275856,0.0710880280278907,0.03554401401394535,0.005053507728894174,4,0.38793103448275856,0.20615528128088303,0.10307764064044152,0.0425,4
T004,0,Floor level,2.9,NORMAL,sitting,0.6519202405202649,0.291547594742265,0.425,5,1.1,0.2248000829380224,0.10053365335940175,0.05053507728894174,5,-0.6206896551724138,0.2248000829380224,0.10053365335940175,0.05053507728894174,5,0.6206896551724138,0.6519202405202649,0.291547594742265,0.425,5
T006,0,Floor level,2.9,NORMAL,sitting,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,3.3333333333333335,0.17806819982562835,0.07269603816479034,0.03170828378913991,6,0.14942528735632188,0.17806819982562835,0.07269603816479034,0.03170828378913991,6,0.14942528735632188,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
T007,0,Floor level,2.9,NORMAL,sitting,0,0,0,4,2,0,0,0,4,-0.31034482758620685,0,0,0,4,0.31034482758620685,0,0,0,4
T008,0,Floor level,2.9,NORMAL,sitting,0.5009790414777847,0.22404463840940264,0.25098,5,1.514,0.17275139361302924,0.07725677186531127,0.029843043995243762,5,-0.4779310344827586,0.17275139361302924,0.07725677186531127,0.029843043995243762,5,0.4779310344827586,0.5009790414777847,0.22404463840940264,0.25098,5
T009,0,Floor level,2.9,NORMAL,sitting,0,0,0,5,1,0,0,0,5,-0.6551724137931034,0,0,0,5,0.6551724137931034,0,0,0,5
T010,0,Floor level,2.9,NORMAL,sitting,0.44721359549995793,0.18257418583505539,0.2,6,1.5,0.1542115846551579,0.06295661580519152,0.02378121284185494,6,-0.48275862068965514,0.1542115846551579,0.06295661580519152,0.02378121284185494,6,0.48275862068965514,0.44721359549995793,0.18257418583505539,0.2,6
T011,0,Floor level,2.9,NORMAL,sitting,0,0,0,4,1.5,0,0,0,4,-0.48275862068965514,0,0,0,4,0.48275862068965514,0,0,0,4
T012,0,Floor level,2.9,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,3,0.24382992454708535,0.1090440572471855,0.059453032104637336,5,0.03448275862068969,0.17172275307570664,0.07679674983213823,0.029488703923900114,5,0.15862068965517243,0.7071067811865476,0.31622776601683794,0.5,5
T013,0,Floor level,2.9,NORMAL,sitting,0.24899799195977465,0.11135528725660043,0.062,5,0.82,0.08586137653785332,0.038398374916069115,0.0073721759809750285,5,-0.7172413793103448,0.08586137653785332,0.038398374916069115,0.0073721759809750285,5,0.7172413793103448,0.24899799195977462,0.11135528725660042,0.06199999999999999,5
T001,3,Ear level,4.2,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,2,0.16835875742536843,0.07529232524210426,0.02834467120181405,5,-0.5238095238095238,0.16835875742536843,0.07529232524210426,0.02834467120181405,5,0.5238095238095238,0.7071067811865476,0.31622776601683794,0.5,5
T002,3,Ear level,4.2,NORMAL,sitting,0.4183300132670378,0.18708286933869706,0.175,5,3.1,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,-0.2619047619047619,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,0.2619047619047619,0.4183300132670378,0.18708286933869706,0.175,5
T003,3,Ear level,4.2,NORMAL,sitting,1.2449899597988732,0.5567764362830021,1.55,5,3.9,0.29642618090449363,0.13256581816261956,0.08786848072562357,5,-0.07142857142857147,0.17785570854269617,0.07953949089757173,0.03163265306122449,5,0.22380952380952382,1.2449899597988732,0.5567764362830021,1.55,5
T004,3,Ear level,4.2,NORMAL,sitting,0.8366600265340756,0.3741657386773941,0.7,5,3.2,0.1992047682223989,0.08908708063747478,0.03968253968253967,5,-0.23809523809523814,0.14715749657488042,0.06581083314802501,0.021655328798185946,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
T006,3,Ear level,4.2,NORMAL,sitting,1.4142135623730951,0.6324555320336759,2,5,7,0.33671751485073687,0.15058465048420852,0.11337868480725621,5,0.6666666666666666,0.33671751485073687,0.15058465048420852,0.11337868480725621,5,0.6666666666666666,1.4142135623730951,0.6324555320336759,2,5
T007,3,Ear level,4.2,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,-0.4761904761904762,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,0.4761904761904762,0.44721359549995793,0.19999999999999998,0.2,5
T008,3,Ear level,4.2,NORMAL,sitting,0.650384501660364,0.2908607914449797,0.423,5,2.64,0.15485345277627713,0.06925256939166184,0.02397959183673469,5,-0.37142857142857144,0.15485345277627713,0.06925256939166184,0.02397959183673469,5,0.37142857142857144,0.650384501660364,0.2908607914449797,0.423,5
T009,3,Ear level,4.2,NORMAL,sitting,0.8366600265340756,0.3741657386773941,0.7,5,2.8,0.19920476822239894,0.0890870806374748,0.03968253968253968,5,-0.33333333333333337,0.19920476822239894,0.0890870806374748,0.03968253968253968,5,0.33333333333333337,0.8366600265340756,0.3741657386773941,0.7,5
T010,3,Ear level,4.2,NORMAL,sitting,2,0.8944271909999159,4,5,6,0.47619047619047616,0.21295885499997994,0.22675736961451246,5,0.4285714285714285,0.29661736195042737,0.13265131692556303,0.08798185941043082,5,0.5428571428571428,2,0.8944271909999159,4,5
T011,3,Ear level,4.2,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,-0.4761904761904762,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,0.4761904761904762,0.44721359549995793,0.19999999999999998,0.2,5
T012,3,Ear level,4.2,NORMAL,sitting,1.9235384061671346,0.8602325267042626,3.7,5,5.8,0.4579853348016987,0.20481726826291968,0.20975056689342403,5,0.3809523809523809,0.29082726637338036,0.13006190746426344,0.08458049886621313,5,0.4952380952380952,1.9235384061671346,0.8602325267042626,3.7,5
T013,3,Ear level,4.2,NORMAL,sitting,0.31304951684997057,0.13999999999999999,0.098,5,1.54,0.07453559924999295,0.03333333333333331,0.0055555555555555506,5,-0.6333333333333333,0.07453559924999295,0.03333333333333331,0.0055555555555555506,5,0.6333333333333333,0.31304951684997057,0.13999999999999999,0.09799999999999999,5
T001,0,Floor level,4.2,NORMAL,sitting,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.13041013273932525,0.05832118435198042,0.017006802721088433,5,-0.380952380952381,0.13041013273932525,0.05832118435198042,0.017006802721088433,5,0.380952380952381,0.5477225575051661,0.24494897427831777,0.3,5
T002,0,Floor level,4.2,NORMAL,sitting,0.6519202405202649,0.291547594742265,0.425,5,3.6,0.15521910488577734,0.06941609398625356,0.02409297052154195,5,-0.1428571428571429,0.11343932618639617,0.05073160893491076,0.012868480725623587,5,0.17142857142857146,0.6519202405202649,0.291547594742265,0.425,5
T003,0,Floor level,4.2,NORMAL,sitting,0.488535225614967,0.1994436706886879,0.23866666666666667,6,2.066666666666667,0.11631791086070642,0.047486588259211406,0.013529856386999245,6,-0.507936507936508,0.11631791086070642,0.047486588259211406,0.013529856386999245,6,0.507936507936508,0.488535225614967,0.1994436706886879,0.23866666666666667,6
T004,0,Floor level,4.2,NORMAL,sitting,0.23935677693908453,0.11967838846954226,0.057291666666666664,4,1.6875,0.05698970879502013,0.028494854397510067,0.0032478269085411955,4,-0.5982142857142858,0.05698970879502013,0.028494854397510067,0.0032478269085411955,4,0.5982142857142858,0.23935677693908453,0.11967838846954226,0.057291666666666664,4
T006,0,Floor level,4.2,NORMAL,sitting,1.3038404810405297,0.58309518948453,1.7,5,4.2,0.3104382097715547,0.13883218797250713,0.09637188208616779,5,-4.718447854656915e-17,0.1404560114643107,0.06281383789653769,0.019727891156462576,5,0.24761904761904763,1.3038404810405297,0.58309518948453,1.7,5
T007,0,Floor level,4.2,NORMAL,sitting,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,2.6666666666666665,0.12295185226055291,0.050194883494736185,0.01511715797430083,6,-0.3650793650793651,0.12295185226055291,0.050194883494736185,0.01511715797430083,6,0.3650793650793651,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
T008,0,Floor level,4.2,NORMAL,sitting,0.5,0.25,0.25,4,2.25,0.11904761904761904,0.05952380952380952,0.014172335600907028,4,-0.4642857142857143,0.11904761904761904,0.05952380952380952,0.014172335600907028,4,0.4642857142857143,0.5,0.25,0.25,4
T009,0,Floor level,4.2,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.10647942749998995,0.0476190476190476,0.011337868480725617,5,-0.7142857142857143,0.10647942749998995,0.0476190476190476,0.011337868480725617,5,0.7142857142857143,0.44721359549995793,0.19999999999999998,0.2,5
T010,0,Floor level,4.2,NORMAL,sitting,0.8933084573650918,0.39949968710876355,0.798,5,2.86,0.21269248984883138,0.09511897312113418,0.04523809523809524,5,-0.3190476190476191,0.21269248984883138,0.09511897312113418,0.04523809523809524,5,0.3190476190476191,0.8933084573650918,0.39949968710876355,0.798,5
T011,0,Floor level,4.2,NORMAL,sitting,0,0,0,6,2,0,0,0,6,-0.5238095238095238,0,0,0,6,0.5238095238095238,0,0,0,6
T012,0,Floor level,4.2,NORMAL,sitting,0.5,0.25,0.25,4,3.25,0.11904761904761905,0.05952380952380953,0.01417233560090703,4,-0.22619047619047622,0.11904761904761905,0.05952380952380953,0.01417233560090703,4,0.22619047619047622,0.5,0.25,0.25,4
T013,0,Floor level,4.2,NORMAL,sitting,0.24392621835300934,0.10908712114635713,0.0595,5,1.03,0.05807767103643079,0.025973124082465982,0.003373015873015872,5,-0.7547619047619047,0.05807767103643079,0.025973124082465982,0.003373015873015872,5,0.7547619047619047,0.24392621835300948,0.1090871211463572,0.05950000000000007,5
T001,3,Ear level,6,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,3.2,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,-0.4666666666666667,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,0.4666666666666667,0.44721359549995793,0.19999999999999998,0.2,5
T002,3,Ear level,6,NORMAL,sitting,0.4183300132670378,0.18708286933869706,0.175,5,3.4,0.06972166887783963,0.03118047822311618,0.004861111111111112,5,-0.43333333333333335,0.06972166887783963,0.03118047822311618,0.004861111111111112,5,0.43333333333333335,0.4183300132670378,0.18708286933869706,0.175,5
T003,3,Ear level,6,NORMAL,sitting,1.224744871391589,0.5477225575051661,1.5,5,5,0.2041241452319315,0.09128709291752768,0.041666666666666664,5,-0.16666666666666666,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,1.224744871391589,0.5477225575051661,1.5,5
T004,3,Ear level,6,NORMAL,sitting,0.3535533905932738,0.15811388300841897,0.125,5,4,0.05892556509887897,0.026352313834736497,0.003472222222222223,5,-0.3333333333333333,0.05892556509887897,0.026352313834736497,0.003472222222222223,5,0.3333333333333333,0.3535533905932738,0.15811388300841897,0.125,5
T006,3,Ear level,6,NORMAL,sitting,1.0954451150103321,0.48989794855663554,1.2,5,8.8,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.4666666666666667,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.4666666666666667,1.0954451150103321,0.48989794855663554,1.2,5
T007,3,Ear level,6,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,3,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,-0.5,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
T008,3,Ear level,6,NORMAL,sitting,0.4183300132670378,0.18708286933869706,0.175,5,2.4,0.06972166887783961,0.031180478223116165,0.004861111111111108,5,-0.6,0.06972166887783961,0.031180478223116165,0.004861111111111108,5,0.6,0.4183300132670378,0.18708286933869706,0.175,5
T009,3,Ear level,6,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,3,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,-0.5,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
T010,3,Ear level,6,NORMAL,sitting,2.5495097567963922,1.1401754250991378,6.5,5,6,0.42491829279939874,0.19002923751652298,0.18055555555555555,5,-5.5619571448506374e-18,0.30276503540974914,0.135400640077266,0.09166666666666666,5,0.26666666666666666,2.5495097567963922,1.1401754250991378,6.5,5
T011,3,Ear level,6,NORMAL,sitting,0.27386127875258304,0.12247448713915889,0.075,5,2.3,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,-0.6166666666666667,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,0.6166666666666667,0.27386127875258304,0.12247448713915889,0.075,5
T012,3,Ear level,6,NORMAL,sitting,1.51657508881031,0.6782329983125267,2.3,5,7.4,0.25276251480171835,0.1130388330520878,0.06388888888888888,5,0.23333333333333334,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,0.3,1.51657508881031,0.6782329983125267,2.3,5
T013,3,Ear level,6,NORMAL,sitting,0.17888543819998315,0.07999999999999999,0.03199999999999999,5,1.6800000000000002,0.02981423969999724,0.013333333333333353,8.888888888888914e-4,5,-0.7200000000000001,0.02981423969999724,0.013333333333333353,8.888888888888914e-4,5,0.7200000000000001,0.17888543819998334,0.08000000000000007,0.032000000000000056,5
T001,0,Floor level,6,NORMAL,sitting,1.036822067666386,0.4636809247747851,1.075,5,3.2,0.17280367794439766,0.07728015412913085,0.02986111111111111,5,-0.4666666666666667,0.17280367794439766,0.07728015412913085,0.02986111111111111,5,0.4666666666666667,1.036822067666386,0.4636809247747851,1.075,5
T002,0,Floor level,6,NORMAL,sitting,0.570087712549569,0.25495097567963926,0.325,5,4.2,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,-0.3,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,0.3,0.570087712549569,0.25495097567963926,0.325,5
T003,0,Floor level,6,NORMAL,sitting,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,2.56,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,-0.5733333333333334,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,0.5733333333333334,0.4159326868617084,0.18601075237738274,0.17300000000000001,5
T004,0,Floor level,6,NORMAL,sitting,0.4587119648174295,0.18726837545203529,0.21041666666666667,6,2.2083333333333335,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,-0.6319444444444444,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,0.6319444444444444,0.4587119648174295,0.18726837545203529,0.21041666666666667,6
T006,0,Floor level,6,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,6,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.06666666666666667,0.7071067811865476,0.31622776601683794,0.5,5
T007,0,Floor level,6,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,3.2,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,-0.4666666666666667,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,0.4666666666666667,0.44721359549995793,0.19999999999999998,0.2,5
T008,0,Floor level,6,NORMAL,sitting,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,2.8333333333333335,0.04303314829119354,0.017568209223157674,0.0018518518518518534,6,-0.5277777777777778,0.04303314829119354,0.017568209223157674,0.0018518518518518534,6,0.5277777777777778,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
T009,0,Floor level,6,NORMAL,sitting,0.5,0.25,0.25,4,2.75,0.08333333333333331,0.04166666666666666,0.0069444444444444415,4,-0.5416666666666666,0.08333333333333331,0.04166666666666666,0.0069444444444444415,4,0.5416666666666666,0.5,0.25,0.25,4
T010,0,Floor level,6,NORMAL,sitting,0.8944271909999159,0.39999999999999997,0.8,5,3.9,0.14907119849998599,0.06666666666666667,0.022222222222222227,5,-0.35,0.14907119849998599,0.06666666666666667,0.022222222222222227,5,0.35,0.8944271909999159,0.39999999999999997,0.8,5
T011,0,Floor level,6,NORMAL,sitting,0.27386127875258304,0.12247448713915889,0.075,5,2.3,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,-0.6166666666666667,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,0.6166666666666667,0.27386127875258304,0.12247448713915889,0.075,5
T012,0,Floor level,6,NORMAL,sitting,0.5477225575051661,0.22360679774997896,0.3,6,4.5,0.09128709291752768,0.037267799624996496,0.008333333333333333,6,-0.25,0.09128709291752768,0.037267799624996496,0.008333333333333333,6,0.25,0.5477225575051661,0.22360679774997896,0.3,6
T013,0,Floor level,6,NORMAL,sitting,0.08164965809277258,0.04082482904638629,0.006666666666666664,4,1.3,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,-0.7833333333333333,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,0.7833333333333333,0.08164965809277268,0.04082482904638634,0.006666666666666678,4
T001,5,Ear level,2,ROVED,sitting,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5
T002,5,Ear level,2,ROVED,sitting,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,1.075,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,-0.4625,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,0.4625,0.29860788111948194,0.14930394055974097,0.08916666666666666,4
T003,5,Ear level,2,ROVED,sitting,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5
T004,5,Ear level,2,ROVED,sitting,0.4183300132670378,0.17078251276599332,0.175,6,1.25,0.2091650066335189,0.08539125638299666,0.04375,6,-0.375,0.2091650066335189,0.08539125638299666,0.04375,6,0.375,0.4183300132670378,0.17078251276599332,0.175,6
T007,5,Ear level,2,ROVED,sitting,0.5477225575051661,0.24494897427831777,0.3,5,1.4,0.27386127875258304,0.12247448713915889,0.075,5,-0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5
T008,5,Ear level,2,ROVED,sitting,0.3763863263545405,0.1536590742882148,0.14166666666666666,6,0.9166666666666666,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,-0.5416666666666666,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,0.5416666666666666,0.3763863263545405,0.1536590742882148,0.14166666666666666,6
T009,5,Ear level,2,ROVED,sitting,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,0.27386127875258304,0.12247448713915889,0.075,5
T010,5,Ear level,2,ROVED,sitting,0.496655480858378,0.248327740429189,0.24666666666666667,4,0.9,0.24832774042918898,0.12416387021459449,0.06166666666666666,4,-0.55,0.24832774042918898,0.12416387021459449,0.06166666666666666,4,0.55,0.49665548085837796,0.24832774042918898,0.24666666666666665,4
T011,5,Ear level,2,ROVED,sitting,0.27386127875258304,0.12247448713915889,0.075,5,1.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.1,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.27386127875258304,0.12247448713915889,0.075,5
T012,5,Ear level,2,ROVED,sitting,0.5477225575051661,0.22360679774997896,0.3,6,1.5,0.27386127875258304,0.11180339887498948,0.075,6,-0.25,0.27386127875258304,0.11180339887498948,0.075,6,0.25,0.5477225575051661,0.22360679774997896,0.3,6
T013,5,Ear level,2,ROVED,sitting,0.1643167672515498,0.07348469228349533,0.026999999999999996,5,0.38,0.08215838362577493,0.03674234614174768,0.0067500000000000025,5,-0.8099999999999999,0.08215838362577493,0.03674234614174768,0.0067500000000000025,5,0.8099999999999999,0.16431676725154987,0.07348469228349536,0.02700000000000001,5
T001,2,Floor level,2,ROVED,sitting,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5
T002,2,Floor level,2,ROVED,sitting,0.3403429642777023,0.17017148213885114,0.11583333333333332,4,1.075,0.17017148213885114,0.08508574106942557,0.02895833333333333,4,-0.4625,0.17017148213885114,0.08508574106942557,0.02895833333333333,4,0.4625,0.3403429642777023,0.17017148213885114,0.11583333333333332,4
T003,2,Floor level,2,ROVED,sitting,0.6377042156569663,0.2603416558635552,0.4066666666666667,6,1.9666666666666668,0.31885210782848317,0.1301708279317776,0.10166666666666667,6,-0.016666666666666663,0.248327740429189,0.10137937550497034,0.06166666666666667,6,0.18333333333333332,0.6377042156569663,0.2603416558635552,0.4066666666666667,6
T004,2,Floor level,2,ROVED,sitting,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.11180339887498948,0.049999999999999996,0.0125,5,-0.55,0.11180339887498948,0.049999999999999996,0.0125,5,0.55,0.22360679774997896,0.09999999999999999,0.05,5
T007,2,Floor level,2,ROVED,sitting,0.408248290463863,0.16666666666666669,0.16666666666666666,6,1.1666666666666667,0.2041241452319315,0.08333333333333334,0.041666666666666664,6,-0.4166666666666667,0.2041241452319315,0.08333333333333334,0.041666666666666664,6,0.4166666666666667,0.408248290463863,0.16666666666666669,0.16666666666666666,6
T008,2,Floor level,2,ROVED,sitting,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,0.27386127875258304,0.12247448713915889,0.075,5
T009,2,Floor level,2,ROVED,sitting,0,0,0,5,0.5,0,0,0,5,-0.75,0,0,0,5,0.75,0,0,0,5
T010,2,Floor level,2,ROVED,sitting,0.6751543033509698,0.3375771516754849,0.4558333333333333,4,0.925,0.3375771516754849,0.16878857583774245,0.11395833333333334,4,-0.5375,0.3375771516754849,0.16878857583774245,0.11395833333333334,4,0.5375,0.6751543033509698,0.3375771516754849,0.45583333333333337,4
T011,2,Floor level,2,ROVED,sitting,0.2041241452319315,0.08333333333333334,0.041666666666666664,6,1.4166666666666667,0.10206207261596575,0.04166666666666667,0.010416666666666666,6,-0.2916666666666667,0.10206207261596575,0.04166666666666667,0.010416666666666666,6,0.2916666666666667,0.2041241452319315,0.08333333333333334,0.041666666666666664,6
T012,2,Floor level,2,ROVED,sitting,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.4183300132670378,0.18708286933869706,0.175,5,0.1,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.8366600265340756,0.3741657386773941,0.7,5
T013,2,Floor level,2,ROVED,sitting,0.1816590212458495,0.08124038404635961,0.03300000000000001,5,0.56,0.09082951062292476,0.040620192023179805,0.00825,5,-0.72,0.09082951062292476,0.040620192023179805,0.00825,5,0.72,0.1816590212458495,0.08124038404635961,0.033,5
T001,5,Ear level,2.9,ROVED,sitting,0.27386127875258304,0.11180339887498948,0.075,6,0.75,0.09443492370778726,0.038552896163789485,0.008917954815695602,6,-0.7413793103448276,0.09443492370778726,0.038552896163789485,0.008917954815695602,6,0.7413793103448276,0.27386127875258304,0.11180339887498948,0.075,6
T002,5,Ear level,2.9,ROVED,sitting,0.570087712549569,0.25495097567963926,0.325,5,1.8,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,-0.3793103448275862,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,0.3793103448275862,0.570087712549569,0.25495097567963926,0.325,5
T003,5,Ear level,2.9,ROVED,sitting,0.5,0.25,0.25,4,2.25,0.17241379310344826,0.08620689655172413,0.029726516052318665,4,-0.2241379310344827,0.13793103448275856,0.06896551724137928,0.019024970273483936,4,0.24137931034482757,0.5,0.25,0.25,4
T004,5,Ear level,2.9,ROVED,sitting,1.140175425099138,0.5099019513592785,1.3,5,2.6,0.3931639396893579,0.17582825908940636,0.1545778834720571,5,-0.10344827586206894,0.260795453809504,0.11663127258819148,0.06801426872770511,5,0.2827586206896552,1.140175425099138,0.5099019513592785,1.3,5
T007,5,Ear level,2.9,ROVED,sitting,0.5,0.25,0.25,4,1.25,0.1724137931034483,0.08620689655172414,0.02972651605231867,4,-0.5689655172413792,0.1724137931034483,0.08620689655172414,0.02972651605231867,4,0.5689655172413792,0.5,0.25,0.25,4
T008,5,Ear level,2.9,ROVED,sitting,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.18886984741557453,0.08446516354424752,0.03567181926278241,5,-0.44827586206896547,0.18886984741557453,0.08446516354424752,0.03567181926278241,5,0.44827586206896547,0.5477225575051661,0.24494897427831777,0.3,5
T009,5,Ear level,2.9,ROVED,sitting,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,1.3333333333333333,0.17806819982562838,0.07269603816479034,0.03170828378913992,6,-0.5402298850574713,0.17806819982562838,0.07269603816479034,0.03170828378913992,6,0.5402298850574713,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
T010,5,Ear level,2.9,ROVED,sitting,0.991463564635635,0.44339598554790727,0.9830000000000001,5,2.04,0.3418839878053914,0.15289516743031287,0.11688466111771702,5,-0.296551724137931,0.26865587835562,0.12014656131161613,0.0721759809750297,5,0.35172413793103446,0.991463564635635,0.44339598554790727,0.9830000000000001,5
T011,5,Ear level,2.9,ROVED,sitting,0.25,0.125,0.0625,4,1.875,0.08620689655172414,0.04310344827586207,0.007431629013079668,4,-0.35344827586206895,0.08620689655172414,0.04310344827586207,0.007431629013079668,4,0.35344827586206895,0.25,0.125,0.0625,4
T012,5,Ear level,2.9,ROVED,sitting,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,-0.3793103448275862,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,0.3793103448275862,0.44721359549995793,0.19999999999999998,0.2,5
T013,5,Ear level,2.9,ROVED,sitting,0.4516635916254486,0.18439088914585777,0.20400000000000001,6,1,0.1557460660777409,0.06358306522270958,0.024256837098692037,6,-0.6551724137931034,0.1557460660777409,0.06358306522270958,0.024256837098692037,6,0.6551724137931034,0.45166359162544867,0.1843908891458578,0.20400000000000007,6
T001,2,Floor level,2.9,ROVED,sitting,0,0,0,5,1,0,0,0,5,-0.6551724137931034,0,0,0,5,0.6551724137931034,0,0,0,5
T002,2,Floor level,2.9,ROVED,sitting,0.34641016151377546,0.15491933384829668,0.12000000000000001,5,1.2,0.11945177983233636,0.05342045994768851,0.014268727705112961,5,-0.5862068965517241,0.11945177983233636,0.05342045994768851,0.014268727705112961,5,0.5862068965517241,0.34641016151377546,0.15491933384829668,0.12000000000000001,5
T003,2,Floor level,2.9,ROVED,sitting,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,2.75,0.3301472785366683,0.16507363926833415,0.10899722552516845,4,-0.05172413793103444,0.15292108845574792,0.07646054422787396,0.02338485929449068,4,0.25862068965517243,0.9574271077563381,0.47871355387816905,0.9166666666666666,4
T004,2,Floor level,2.9,ROVED,sitting,0.6013872850889572,0.24551533104427062,0.3616666666666667,6,1.2833333333333332,0.20737492589274387,0.08466045898078298,0.04300435988902101,6,-0.557471264367816,0.20737492589274387,0.08466045898078298,0.04300435988902101,6,0.557471264367816,0.6013872850889572,0.24551533104427062,0.3616666666666667,6
