subject,block,condition,target_distance,type,location,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_mean,log_bias_sd_un,log_bias_sem_un,log_bias_var_un,log_bias_n_un,log_bias_un_mean,antilog_bias_sd,antilog_bias_sem,antilog_bias_var,antilog_bias_n,antilog_bias_mean,absantilog_bias_sd,absantilog_bias_sem,absantilog_bias_var,absantilog_bias_n,absantilog_bias_mean,antilog_bias_sd_un,antilog_bias_sem_un,antilog_bias_var_un,antilog_bias_n_un,antilog_bias_un_mean,antilog_bias_sd_un_p,antilog_bias_sem_un_p,antilog_bias_var_un_p,antilog_bias_n_un_p,antilog_bias_un_p_mean,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,abs_bias_mean
T014,3,Ear level,6,NORMAL,sitting,0.8366600265340756,0.3741657386773941,0.7,5,4.2,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,-0.3,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,0.3,0.09143831628702613,0.040892458193183316,0.008360965685406228,5,-0.16231500117411868,0.09143831628702613,0.040892458193183316,0.008360965685406228,5,0.16231500117411868,0.1394433377556793,0.06236095644623237,0.01944444444444445,5,-0.3,0.1394433377556793,0.06236095644623237,0.01944444444444445,5,0.3,0.32710854467592254,0.14628738838327793,0.10700000000000001,5,1.48,0.32710854467592254,0.14628738838327793,0.10700000000000001,5,0.48,0.8366600265340756,0.3741657386773941,0.7,5,-1.8
T015,3,Ear level,6,NORMAL,sitting,0.1095445115010332,0.04898979485566355,0.011999999999999995,5,0.52,0.01825741858350552,0.008164965809277253,3.333333333333326e-4,5,-0.9133333333333333,0.01825741858350552,0.008164965809277253,3.333333333333326e-4,5,0.9133333333333333,0.08697768489861292,0.038897603191771074,0.007565117670322397,5,-1.0693376415135885,0.08697768489861292,0.038897603191771074,0.007565117670322397,5,1.0693376415135885,0.01825741858350555,0.008164965809277266,3.3333333333333376e-4,5,-0.9133333333333333,0.01825741858350555,0.008164965809277266,3.3333333333333376e-4,5,0.9133333333333333,2.275871665260302,1.0178007503175364,5.1795918367347,5,11.914285714285716,2.275871665260302,1.0178007503175364,5.1795918367347,5,10.914285714285716,0.1095445115010332,0.04898979485566355,0.011999999999999995,5,-5.4799999999999995
T016,3,Ear level,6,NORMAL,sitting,0,0,0,5,4,0,0,0,5,-0.3333333333333333,0,0,0,5,0.3333333333333333,0,0,0,5,-0.17609125905568127,0,0,0,5,0.17609125905568127,0,0,0,5,-0.33333333333333337,0,0,0,5,0.33333333333333337,0,0,0,5,1.5,0,0,0,5,0.5,0,0,0,5,-2
T017,3,Ear level,6,NORMAL,sitting,1.140175425099138,0.5099019513592785,1.3,5,6.4,0.19002923751652298,0.08498365855987973,0.03611111111111111,5,0.06666666666666667,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.13333333333333333,0.07716990883448506,0.03451143239427403,0.005955194829522735,5,0.02254085603825767,0.0540041462880626,0.02415138843339018,0.0029164478163024653,5,0.05421335445730759,0.19002923751652298,0.08498365855987973,0.0361111111111111,5,0.06666666666666668,0.13944333775567924,0.062360956446232345,0.019444444444444438,5,0.13333333333333333,0.14220486005134358,0.0635959467611297,0.020222222222222214,5,1.14,0.14220486005134358,0.0635959467611297,0.020222222222222214,5,0.13999999999999999,1.140175425099138,0.5099019513592785,1.3,5,0.4
T018,3,Ear level,6,NORMAL,sitting,1.5811388300841898,0.7071067811865476,2.5,5,4.5,0.26352313834736496,0.11785113019775792,0.06944444444444445,5,-0.25,0.14907119849998599,0.06666666666666667,0.022222222222222223,5,0.31666666666666665,0.14361485485874997,0.06422651560858618,0.02062522653609982,5,-0.1446877834340084,0.10021212206142738,0.044816223419771595,0.01004246940805442,5,0.17146649928625368,0.26352313834736496,0.11785113019775792,0.06944444444444446,5,-0.24999999999999997,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.31666666666666665,0.35203651119652274,0.15743551391945812,0.12392970521541949,5,1.516190476190476,0.35203651119652274,0.15743551391945812,0.12392970521541949,5,0.5161904761904762,1.5811388300841898,0.7071067811865476,2.5,5,-1.5
T019,3,Ear level,6,NORMAL,sitting,0.5504543577809153,0.2461706725018234,0.303,5,2.16,0.0917423929634859,0.041028445416970566,0.008416666666666666,5,-0.64,0.0917423929634859,0.041028445416970566,0.008416666666666666,5,0.64,0.109315994384334,0.04888759889427122,0.011949986628235742,5,-0.45475118215946386,0.109315994384334,0.04888759889427122,0.011949986628235742,5,0.45475118215946386,0.09174239296348591,0.04102844541697057,0.008416666666666668,5,-0.64,0.09174239296348591,0.04102844541697057,0.008416666666666668,5,0.64,0.7284393032542381,0.325767959911812,0.5306238185255199,5,2.9217391304347826,0.7284393032542381,0.325767959911812,0.5306238185255199,5,1.9217391304347826,0.5504543577809153,0.2461706725018234,0.303,5,-3.84
T020,3,Ear level,6,NORMAL,sitting,1.3038404810405297,0.58309518948453,1.7,5,7.8,0.21730674684008827,0.09718253158075499,0.047222222222222214,5,0.3,0.21730674684008827,0.09718253158075499,0.047222222222222214,5,0.3,0.0676256608050097,0.030243114916668968,0.004573229999314225,5,0.1095255710232992,0.0676256608050097,0.030243114916668968,0.004573229999314225,5,0.1095255710232992,0.2173067468400883,0.097182531580755,0.04722222222222222,5,0.30000000000000004,0.2173067468400883,0.097182531580755,0.04722222222222222,5,0.30000000000000004,0.2173067468400883,0.097182531580755,0.04722222222222222,5,1.3,0.2173067468400883,0.097182531580755,0.04722222222222222,5,0.30000000000000004,1.3038404810405297,0.58309518948453,1.7,5,1.8
T021,3,Ear level,6,NORMAL,sitting,3.1144823004794873,1.3928388277184118,9.7,5,10.8,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,0.8,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,0.8,0.13459490523401815,0.06019267150568136,0.018115788514954326,5,0.23933688182413637,0.13459490523401815,0.06019267150568136,0.018115788514954326,5,0.23933688182413637,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,0.8,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,0.8,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,1.8,0.5190803834132479,0.23213980461973532,0.26944444444444443,5,0.8,3.1144823004794873,1.3928388277184118,9.7,5,4.8
T001,0,Floor level,6,NORMAL,sitting,1.036822067666386,0.4636809247747851,1.075,5,3.2,0.17280367794439766,0.07728015412913085,0.02986111111111111,5,-0.4666666666666667,0.17280367794439766,0.07728015412913085,0.02986111111111111,5,0.4666666666666667,0.14446182114496608,0.06460529044671214,0.02086921776852017,5,-0.2918784975518462,0.14446182114496608,0.06460529044671214,0.02086921776852017,5,0.2918784975518462,0.1728036779443977,0.07728015412913086,0.029861111111111113,5,-0.4666666666666667,0.1728036779443977,0.07728015412913086,0.029861111111111113,5,0.4666666666666667,0.6788879796320516,0.303607934312952,0.4608888888888889,5,2.046666666666667,0.6788879796320516,0.303607934312952,0.4608888888888889,5,1.0466666666666666,1.036822067666386,0.4636809247747851,1.075,5,-2.8
T002,0,Floor level,6,NORMAL,sitting,0.570087712549569,0.25495097567963926,0.325,5,4.2,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,-0.3,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,0.3,0.05862732917861061,0.026218938676526048,0.0034371637266171675,5,-0.15807714136013104,0.05862732917861061,0.026218938676526048,0.0034371637266171675,5,0.15807714136013104,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,-0.3,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,0.3,0.1942658720026328,0.08687833910123202,0.03773922902494331,5,1.4495238095238094,0.1942658720026328,0.08687833910123202,0.03773922902494331,5,0.4495238095238095,0.570087712549569,0.25495097567963926,0.325,5,-1.8
T003,0,Floor level,6,NORMAL,sitting,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,2.56,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,-0.5733333333333334,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,0.5733333333333334,0.07291382590470905,0.0326080542445029,0.00531642600806222,5,-0.3747011639294415,0.07291382590470905,0.0326080542445029,0.00531642600806222,5,0.3747011639294415,0.06932211447695144,0.03100179206289714,0.004805555555555561,5,-0.5733333333333334,0.06932211447695144,0.03100179206289714,0.004805555555555561,5,0.5733333333333334,0.4128000454046022,0.18460979252793802,0.17040387748604163,5,2.39707069542152,0.4128000454046022,0.18460979252793802,0.17040387748604163,5,1.39707069542152,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,-3.44
T004,0,Floor level,6,NORMAL,sitting,0.4587119648174295,0.18726837545203529,0.21041666666666667,6,2.2083333333333335,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,-0.6319444444444444,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,0.6319444444444444,0.09629768915532495,0.039313366973281895,0.00927324493665559,6,-0.44259059012398005,0.09629768915532495,0.039313366973281895,0.00927324493665559,6,0.44259059012398005,0.07645199413623827,0.031211395908672553,0.00584490740740741,6,-0.6319444444444444,0.07645199413623827,0.031211395908672553,0.00584490740740741,6,0.6319444444444444,0.6658286744286852,0.2718234180773308,0.44332782369146,6,2.83030303030303,0.6658286744286852,0.2718234180773308,0.44332782369146,6,1.8303030303030303,0.4587119648174295,0.18726837545203529,0.21041666666666667,6,-3.7916666666666665
T005,0,Floor level,6,NORMAL,sitting,2.3804761428476167,1.1902380714238083,5.666666666666667,4,13.5,0.3967460238079361,0.19837301190396806,0.1574074074074074,4,1.25,0.3967460238079361,0.19837301190396806,0.1574074074074074,4,1.25,0.07737285396494252,0.03868642698247126,0.005986558530680322,4,0.34704504284572035,0.07737285396494252,0.03868642698247126,0.005986558530680322,4,0.34704504284572035,0.3967460238079361,0.19837301190396806,0.15740740740740738,4,1.25,0.3967460238079361,0.19837301190396806,0.15740740740740738,4,1.25,0.3967460238079361,0.19837301190396806,0.15740740740740738,4,2.25,0.3967460238079361,0.19837301190396806,0.15740740740740738,4,1.25,2.3804761428476167,1.1902380714238083,5.666666666666667,4,7.5
T006,0,Floor level,6,NORMAL,sitting,0.7071067811865476,0.31622776601683794,0.5,5,6,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.06666666666666667,0.05177259405983085,0.023153407937856717,0.0026804014956840322,5,-0.0024468912834023165,0.04025189997150445,0.018001196911961156,0.001620215451316,5,0.029225607135647605,0.11785113019775793,0.052704627669472995,0.013888888888888892,5,2.2209881503365558e-17,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,0.06666666666666668,0.10110500592068734,0.04521553322083512,0.010222222222222223,5,1.0733333333333333,0.10110500592068734,0.04521553322083512,0.010222222222222223,5,0.07333333333333333,0.7071067811865476,0.31622776601683794,0.5,5,0
T007,0,Floor level,6,NORMAL,sitting,0.44721359549995793,0.19999999999999998,0.2,5,3.2,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,-0.4666666666666667,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,0.4666666666666667,0.055874301615820035,0.024987747321659988,0.0031219375810556294,5,-0.2760422483423212,0.055874301615820035,0.024987747321659988,0.0031219375810556294,5,0.2760422483423212,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,-0.4666666666666667,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,0.4666666666666667,0.22360679774997896,0.09999999999999999,0.05,5,1.9,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.44721359549995793,0.19999999999999998,0.2,5,-2.8
T008,0,Floor level,6,NORMAL,sitting,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,2.8333333333333335,0.04303314829119354,0.017568209223157674,0.0018518518518518534,6,-0.5277777777777778,0.04303314829119354,0.017568209223157674,0.0018518518518518534,6,0.5277777777777778,0.040889019636587046,0.016692872365379988,0.001671911926841201,6,-0.3274237443465228,0.040889019636587046,0.016692872365379988,0.001671911926841201,6,0.3274237443465228,0.043033148291193486,0.01756820922315765,0.0018518518518518487,6,-0.5277777777777778,0.043033148291193486,0.01756820922315765,0.0018518518518518487,6,0.5277777777777778,0.20655911179772884,0.08432740427115677,0.042666666666666644,6,2.1333333333333333,0.20655911179772884,0.08432740427115677,0.042666666666666644,6,1.1333333333333333,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,-3.1666666666666665
T009,0,Floor level,6,NORMAL,sitting,0.5,0.25,0.25,4,2.75,0.08333333333333331,0.04166666666666666,0.0069444444444444415,4,-0.5416666666666666,0.08333333333333331,0.04166666666666666,0.0069444444444444415,4,0.5416666666666666,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,-0.3450528104279015,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.3450528104279015,0.08333333333333337,0.041666666666666685,0.006944444444444451,4,-0.5416666666666667,0.08333333333333337,0.041666666666666685,0.006944444444444451,4,0.5416666666666667,0.5,0.25,0.25,4,2.25,0.5,0.25,0.25,4,1.25,0.5,0.25,0.25,4,-3.25
T010,0,Floor level,6,NORMAL,sitting,0.8944271909999159,0.39999999999999997,0.8,5,3.9,0.14907119849998599,0.06666666666666667,0.022222222222222227,5,-0.35,0.14907119849998599,0.06666666666666667,0.022222222222222227,5,0.35,0.11040575440426252,0.04937495439101556,0.012189430605574333,5,-0.19753325298525493,0.11040575440426252,0.04937495439101556,0.012189430605574333,5,0.19753325298525493,0.14907119849998596,0.06666666666666665,0.022222222222222216,5,-0.35,0.14907119849998596,0.06666666666666665,0.022222222222222216,5,0.35,0.454972526643093,0.20346989949375802,0.20699999999999996,5,1.6199999999999999,0.454972526643093,0.20346989949375802,0.20699999999999996,5,0.62,0.8944271909999159,0.39999999999999997,0.8,5,-2.1
T011,0,Floor level,6,NORMAL,sitting,0.27386127875258304,0.12247448713915889,0.075,5,2.3,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,-0.6166666666666667,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,0.6166666666666667,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,-0.41897524691482857,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,0.41897524691482857,0.04564354645876392,0.020412414523193187,0.0020833333333333407,5,-0.6166666666666667,0.04564354645876392,0.020412414523193187,0.0020833333333333407,5,0.6166666666666667,0.32863353450309973,0.1469693845669907,0.10800000000000003,5,2.64,0.32863353450309973,0.1469693845669907,0.10800000000000003,5,1.64,0.27386127875258304,0.12247448713915889,0.075,5,-3.7
T012,0,Floor level,6,NORMAL,sitting,0.5477225575051661,0.22360679774997896,0.3,6,4.5,0.09128709291752768,0.037267799624996496,0.008333333333333333,6,-0.25,0.09128709291752768,0.037267799624996496,0.008333333333333333,6,0.25,0.0530798001726316,0.021669737678640312,0.0028174651863665016,6,-0.12763625255165303,0.0530798001726316,0.021669737678640312,0.0028174651863665016,6,0.12763625255165303,0.09128709291752772,0.03726779962499651,0.00833333333333334,6,-0.25,0.09128709291752772,0.03726779962499651,0.00833333333333334,6,0.25,0.16431676725154987,0.06708203932499371,0.027000000000000007,6,1.35,0.16431676725154987,0.06708203932499371,0.027000000000000007,6,0.35,0.5477225575051661,0.22360679774997896,0.3,6,-1.5
T013,0,Floor level,6,NORMAL,sitting,0.08164965809277258,0.04082482904638629,0.006666666666666664,4,1.3,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,-0.7833333333333333,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,0.7833333333333333,0.02734103813018348,0.01367051906509174,7.47532366036147e-4,4,-0.6648522537987596,0.02734103813018348,0.01367051906509174,7.47532366036147e-4,4,0.6648522537987596,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,-0.7833333333333333,0.01360827634879543,0.006804138174397715,1.851851851851851e-4,4,0.7833333333333333,0.2920369728773256,0.1460184864386628,0.08528559352735182,4,4.6291208791208796,0.2920369728773256,0.1460184864386628,0.08528559352735182,4,3.6291208791208796,0.08164965809277268,0.04082482904638634,0.006666666666666678,4,-4.7
T014,0,Floor level,6,NORMAL,sitting,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.43333333333333335,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,0.43333333333333335,0.06843176434656235,0.03060361537983198,0.004682906371583443,5,-0.25105450102066124,0.06843176434656235,0.03060361537983198,0.004682906371583443,5,0.25105450102066124,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,-0.43333333333333335,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,0.43333333333333335,0.27386127875258304,0.12247448713915889,0.075,5,1.8,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.5477225575051661,0.24494897427831777,0.3,5,-2.6
T015,0,Floor level,6,NORMAL,sitting,0.3361547262794322,0.15033296378372907,0.113,5,0.76,0.0560257877132387,0.025055493963954845,0.0031388888888888885,5,-0.8733333333333334,0.0560257877132387,0.025055493963954845,0.0031388888888888885,5,0.8733333333333334,0.23888078505527932,0.10683073478042408,0.057064029468626556,5,-0.9429329985725075,0.23888078505527932,0.10683073478042408,0.057064029468626556,5,0.9429329985725075,0.05602578771323866,0.025055493963954827,0.003138888888888884,5,-0.8733333333333333,0.05602578771323866,0.025055493963954827,0.003138888888888884,5,0.8733333333333333,6.164414002968978,2.7568097504180447,38.00000000000002,5,10.000000000000002,6.164414002968978,2.7568097504180447,38.00000000000002,5,9.000000000000002,0.33615472627943227,0.1503329637837291,0.11300000000000004,5,-5.24
T016,0,Floor level,6,NORMAL,sitting,0.816496580927726,0.33333333333333337,0.6666666666666666,6,3.3333333333333335,0.13608276348795434,0.05555555555555556,0.018518518518518517,6,-0.4444444444444444,0.13608276348795434,0.05555555555555556,0.018518518518518517,6,0.4444444444444444,0.11937777086929661,0.04873577087677709,0.014251052177722283,6,-0.2679091705357781,0.11937777086929661,0.04873577087677709,0.014251052177722283,6,0.2679091705357781,0.13608276348795434,0.05555555555555556,0.01851851851851852,6,-0.4444444444444445,0.13608276348795434,0.05555555555555556,0.01851851851851852,6,0.4444444444444445,0.5845225972250061,0.23863035105460592,0.3416666666666667,6,1.9166666666666667,0.5845225972250061,0.23863035105460592,0.3416666666666667,6,0.9166666666666666,0.816496580927726,0.33333333333333337,0.6666666666666666,6,-2.6666666666666665
T017,0,Floor level,6,NORMAL,sitting,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,7.75,0.15957118462605635,0.07978559231302818,0.025462962962962965,4,0.29166666666666663,0.15957118462605635,0.07978559231302818,0.025462962962962965,4,0.29166666666666663,0.05257355386615872,0.02628677693307936,0.002763978566117893,4,0.1087308937313019,0.05257355386615872,0.02628677693307936,0.002763978566117893,4,0.1087308937313019,0.1595711846260563,0.07978559231302815,0.025462962962962948,4,0.2916666666666667,0.1595711846260563,0.07978559231302815,0.025462962962962948,4,0.2916666666666667,0.1595711846260563,0.07978559231302815,0.025462962962962948,4,1.2916666666666667,0.1595711846260563,0.07978559231302815,0.025462962962962948,4,0.2916666666666667,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,1.75
T018,0,Floor level,6,NORMAL,sitting,1.0954451150103321,0.48989794855663554,1.2,5,4.7,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,-0.21666666666666667,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.21666666666666667,0.11233820553564154,0.05023917280960753,0.012619872422968043,5,-0.11686624487350615,0.11233820553564154,0.05023917280960753,0.012619872422968043,5,0.11686624487350615,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,-0.21666666666666665,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.21666666666666665,0.38412960775701155,0.17178798302300166,0.14755555555555555,5,1.3466666666666667,0.38412960775701155,0.17178798302300166,0.14755555555555555,5,0.3466666666666666,1.0954451150103321,0.48989794855663554,1.2,5,-1.3
T019,0,Floor level,6,NORMAL,sitting,0.16431676725154976,0.0734846922834953,0.026999999999999972,5,2.2199999999999998,0.027386127875258296,0.012247448713915886,7.499999999999995e-4,5,-0.63,0.027386127875258296,0.012247448713915886,7.499999999999995e-4,5,0.63,0.03260007662798055,0.014579197482373326,0.0010627649961502037,5,-0.4327680095547052,0.03260007662798055,0.014579197482373326,0.0010627649961502037,5,0.4327680095547052,0.027386127875258282,0.012247448713915879,7.499999999999987e-4,5,-0.63,0.027386127875258282,0.012247448713915879,7.499999999999987e-4,5,0.63,0.20631031067853248,0.09226477582725987,0.042563944292272594,5,2.7149068322981367,0.20631031067853248,0.09226477582725987,0.042563944292272594,5,1.7149068322981367,0.16431676725154976,0.0734846922834953,0.026999999999999972,5,-3.7800000000000002
T020,0,Floor level,6,NORMAL,sitting,1.3662601021279464,0.5577733510227171,1.8666666666666667,6,6.333333333333333,0.2277100170213244,0.09296222517045284,0.05185185185185184,6,0.05555555555555555,0.14907119849998596,0.06085806194501845,0.02222222222222222,6,0.16666666666666666,0.10434610769709847,0.042599120083898594,0.010888110191534474,6,0.013790176135640852,0.06936158211454509,0.02831674732213189,0.004811029073432781,6,0.0724872624875346,0.22771001702132443,0.09296222517045286,0.05185185185185186,6,0.05555555555555556,0.14907119849998596,0.06085806194501845,0.02222222222222222,6,0.16666666666666669,0.19484086574166867,0.0795434503515353,0.037962962962962955,6,1.1944444444444444,0.19484086574166867,0.0795434503515353,0.037962962962962955,6,0.19444444444444445,1.3662601021279464,0.5577733510227171,1.8666666666666667,6,0.3333333333333333
T021,0,Floor level,6,NORMAL,sitting,1.8257418583505538,0.9128709291752769,3.3333333333333335,4,7,0.3042903097250923,0.15214515486254615,0.09259259259259259,4,0.16666666666666666,0.2151657414559676,0.1075828707279838,0.046296296296296294,4,0.25,0.11630888790939767,0.058154443954698834,0.01352775740672083,4,0.05546218740408909,0.07471577715087438,0.03735788857543719,0.005582447355259122,4,0.0950528104279015,0.30429030972509225,0.15214515486254612,0.09259259259259257,4,0.16666666666666666,0.2151657414559676,0.1075828707279838,0.046296296296296294,4,0.24999999999999997,0.21147629234082532,0.10573814617041266,0.04472222222222222,4,1.2583333333333333,0.21147629234082532,0.10573814617041266,0.04472222222222222,4,0.2583333333333333,1.8257418583505538,0.9128709291752769,3.3333333333333335,4,1
T001,5,Ear level,2,ROVED,sitting,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5,-0.3010299956639812,0,0,0,5,0.3010299956639812,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5,2,0,0,0,5,1,0,0,0,5,-1
T002,5,Ear level,2,ROVED,sitting,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,1.075,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,-0.4625,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,0.4625,0.11377208899904973,0.05688604449952486,0.012944088235207693,4,-0.281234684152075,0.11377208899904973,0.05688604449952486,0.012944088235207693,4,0.281234684152075,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,-0.4625,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,0.4625,0.47871355387816905,0.23935677693908453,0.22916666666666669,4,1.9583333333333333,0.47871355387816905,0.23935677693908453,0.22916666666666669,4,0.9583333333333333,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,-0.925
T003,5,Ear level,2,ROVED,sitting,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.10565475543340874,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.10565475543340874,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,1.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5,0.6
T004,5,Ear level,2,ROVED,sitting,0.4183300132670378,0.17078251276599332,0.175,6,1.25,0.2091650066335189,0.08539125638299666,0.04375,6,-0.375,0.2091650066335189,0.08539125638299666,0.04375,6,0.375,0.12937264614623453,0.052816161621986525,0.016737281570878816,6,-0.22150978654403747,0.12937264614623453,0.052816161621986525,0.016737281570878816,6,0.22150978654403747,0.2091650066335189,0.08539125638299666,0.04375,6,-0.375,0.2091650066335189,0.08539125638299666,0.04375,6,0.375,0.44305337860837524,0.18087578440110785,0.1962962962962963,6,1.7222222222222223,0.44305337860837524,0.18087578440110785,0.1962962962962963,6,0.7222222222222222,0.4183300132670378,0.17078251276599332,0.175,6,-0.75
T005,5,Ear level,2,ROVED,sitting,3.63318042491699,1.6248076809271919,13.2,5,5.8,1.816590212458495,0.8124038404635959,3.3,5,1.9,1.816590212458495,0.8124038404635959,3.3,5,1.9,0.23369203794625262,0.10451025652965623,0.05461196859947278,5,0.40668475109738994,0.23369203794625262,0.10451025652965623,0.05461196859947278,5,0.40668475109738994,1.816590212458495,0.8124038404635959,3.3,5,1.9,1.816590212458495,0.8124038404635959,3.3,5,1.9,1.816590212458495,0.8124038404635959,3.3,5,2.9,1.816590212458495,0.8124038404635959,3.3,5,1.9,3.63318042491699,1.6248076809271919,13.2,5,3.8
T007,5,Ear level,2,ROVED,sitting,0.5477225575051661,0.24494897427831777,0.3,5,1.4,0.27386127875258304,0.12247448713915889,0.075,5,-0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,-0.1806179973983887,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.1806179973983887,0.27386127875258304,0.12247448713915889,0.075,5,-0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.5477225575051661,0.24494897427831777,0.3,5,0.6,0.5477225575051661,0.24494897427831777,0.3,5,-0.6
T008,5,Ear level,2,ROVED,sitting,0.3763863263545405,0.1536590742882148,0.14166666666666666,6,0.9166666666666666,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,-0.5416666666666666,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,0.5416666666666666,0.19079029742055495,0.07788981275903353,0.036400937589823816,6,-0.37202478437602804,0.19079029742055495,0.07788981275903353,0.036400937589823816,6,0.37202478437602804,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,-0.5416666666666666,0.18819316317727025,0.0768295371441074,0.035416666666666666,6,0.5416666666666666,1.1482676162456724,0.4687782913273109,1.3185185185185186,6,2.5555555555555554,1.1482676162456724,0.4687782913273109,1.3185185185185186,6,1.5555555555555556,0.3763863263545405,0.1536590742882148,0.14166666666666666,6,-1.0833333333333333
T009,5,Ear level,2,ROVED,sitting,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,-0.42144199392957366,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.42144199392957366,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,1.0954451150103321,0.48989794855663554,1.2,5,2.8,1.0954451150103321,0.48989794855663554,1.2,5,1.8,0.27386127875258304,0.12247448713915889,0.075,5,-1.2
