subject,block,condition,target_distance,type,location,log_bias,log_bias_un,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_sd_un,log_bias_sem_un,log_bias_var_un,log_bias_n_un,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,slope,intercepto
S011,5,Ear level,6,ROVED,standing,-0.3095554160718781,0.3095554160718781,0.6324555320336759,0.25819888974716115,0.4,6,3,0.10540925533894598,0.04303314829119352,0.01111111111111111,6,-0.5,0.10540925533894598,0.04303314829119352,0.01111111111111111,6,0.5,0.09610590269312794,0.03923507047795585,0.009236344532460975,6,0.09610590269312794,0.03923507047795585,0.009236344532460975,6,0.6324555320336759,0.25819888974716115,0.4,6,0.29669798286819565,1.2987151146725613
S012,0,Floor level,2,NORMAL,standing,-0.24082399653118497,0.24082399653118497,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.22360679774997896,0.09999999999999999,0.05,5,-0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.44721359549995793,0.19999999999999998,0.2,5,1.003407939578152,-0.07119830524085735
S012,0,Floor level,2.9,NORMAL,standing,-0.03633124419995484,0.1486279549596276,1.4142135623730951,0.6324555320336759,2,5,3,0.4876598490941707,0.218088114494371,0.23781212841854935,5,0.03448275862068968,0.35968013270083576,0.16085384537504274,0.12936979785969083,5,0.29655172413793107,0.256821313873704,0.11485398317848239,0.06595718725981559,5,0.19998574985948414,0.08943634624341511,0.03999430014686016,5,1.4142135623730951,0.6324555320336759,2,5,1.003407939578152,-0.07119830524085735
S012,0,Floor level,4.2,NORMAL,standing,0.11531133696193077,0.11531133696193077,0.5773502691896257,0.28867513459481287,0.3333333333333333,4,5.5,0.13746434980705374,0.06873217490352687,0.018896447467876033,4,0.3095238095238095,0.13746434980705374,0.06873217490352687,0.018896447467876033,4,0.3095238095238095,0.04571531372036619,0.022857656860183095,0.0020898899085515016,4,0.04571531372036619,0.022857656860183095,0.0020898899085515016,4,0.5773502691896257,0.28867513459481287,0.3333333333333333,4,1.003407939578152,-0.07119830524085735
S012,0,Floor level,6,NORMAL,standing,-0.07656541462653847,0.07656541462653847,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,5.166666666666667,0.19484086574166867,0.0795434503515353,0.03796296296296296,6,-0.1388888888888889,0.19484086574166867,0.0795434503515353,0.03796296296296296,6,0.1388888888888889,0.11660602166197338,0.047604209001292815,0.013596964287832606,6,0.11660602166197338,0.047604209001292815,0.013596964287832606,6,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,1.003407939578152,-0.07119830524085735
S012,2,Floor level,2,ROVED,standing,0.03521825181113625,0.15563025007672873,1.9493588689617927,0.8717797887081347,3.8,5,2.6,0.9746794344808963,0.43588989435406733,0.95,5,0.3,0.8660254037844386,0.38729833462074165,0.75,5,0.5,0.27931260430365407,0.12491239403909415,0.07801553092288964,5,0.22201344345556867,0.09928743029709147,0.04928996907499898,5,1.9493588689617927,0.8717797887081347,3.8,5,0.6167449571704895,1.8717877866814003
S012,2,Floor level,2.9,ROVED,standing,0.07868509890034409,0.186263767056994,2.3664319132398464,0.966091783079296,5.6,6,4,0.8160110045654643,0.3331350976135503,0.6658739595719381,6,0.3793103448275862,0.6528088036523714,0.26650807809084026,0.4261593341260404,6,0.5862068965517241,0.24830762719247873,0.10137116431046768,0.061656677721959,6,0.1656902603256835,0.06764276552447272,0.02745326236679277,6,2.3664319132398464,0.966091783079296,5.599999999999999,6,0.6167449571704895,1.8717877866814003
S012,2,Floor level,4.2,ROVED,standing,0.05984914955784168,0.13291316739696069,1.4142135623730951,0.7071067811865476,2,4,5,0.3367175148507369,0.16835875742536846,0.11337868480725623,4,0.1904761904761904,0.11664236870396083,0.058321184351980415,0.01360544217687074,4,0.3333333333333333,0.14230083266814325,0.07115041633407163,0.020249526978046904,4,0.038351981588779956,0.019175990794389978,0.0014708744917861164,4,1.4142135623730951,0.7071067811865476,2,4,0.6167449571704895,1.8717877866814003
S012,2,Floor level,6,ROVED,standing,-0.1446877834340084,0.19824521513849896,2.4899799195977463,1.1135528725660042,6.2,5,5.2,0.4149966532662911,0.1855921454276674,0.17222222222222222,5,-0.13333333333333333,0.32489314482696546,0.14529663145135577,0.10555555555555557,5,0.26666666666666666,0.35919354466211567,0.16063623658871948,0.1290200025269353,5,0.3256712133641938,0.14564459427943505,0.10606173921410625,5,2.4899799195977463,1.1135528725660042,6.2,5,0.6167449571704895,1.8717877866814003
S012,3,Ear level,2,NORMAL,standing,0.33488036256905634,0.33488036256905634,2.4899799195977463,1.1135528725660042,6.2,5,4.8,1.2449899597988732,0.5567764362830021,1.55,5,1.4,1.2449899597988732,0.5567764362830021,1.55,5,1.4,0.21839550042096312,0.09766943698427148,0.0476965946041229,5,0.21839550042096312,0.09766943698427148,0.0476965946041229,5,2.4899799195977463,1.1135528725660042,6.2,5,0.38463663995578967,5.147996684166892
S012,3,Ear level,2.9,NORMAL,standing,0.42909359969745015,0.42909359969745015,0.44721359549995793,0.19999999999999998,0.2,5,7.8,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.025934787117934226,0.011598389395537357,6.72613182852567e-4,5,0.025934787117934226,0.011598389395537357,6.72613182852567e-4,5,0.44721359549995793,0.19999999999999998,0.2,5,0.38463663995578967,5.147996684166892
S012,3,Ear level,4.2,NORMAL,standing,0.18904120541953817,0.18904120541953817,1.3416407864998738,0.6,1.8,5,6.6,0.3194382824999699,0.14285714285714282,0.1020408163265306,5,0.5714285714285714,0.3194382824999699,0.14285714285714282,0.1020408163265306,5,0.5714285714285714,0.08896854098818627,0.03978794110171216,0.00791540128556658,5,0.08896854098818627,0.03978794110171216,0.00791540128556658,5,1.3416407864998738,0.6,1.8,5,0.38463663995578967,5.147996684166892
S012,3,Ear level,6,NORMAL,standing,0.07675421049556526,0.07675421049556526,0.8366600265340756,0.3741657386773941,0.7,5,7.2,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.19999999999999998,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.19999999999999998,0.05178580150547965,0.023159314487112687,0.0026817692375649383,5,0.05178580150547965,0.023159314487112687,0.0026817692375649383,5,0.8366600265340756,0.3741657386773941,0.7,5,0.38463663995578967,5.147996684166892
S012,5,Ear level,2,ROVED,standing,0.3532230640322572,0.4535663959202509,5.046450898073483,2.060204952048326,25.466666666666665,6,6.333333333333333,2.5232254490367416,1.030102476024163,6.366666666666666,6,2.1666666666666665,2.3380903889000244,0.9545214042184237,5.466666666666667,6,2.3333333333333335,0.4237990819061122,0.173015250688325,0.17960566182446358,6,0.28715593459297317,0.11723091939413417,0.0824585307719639,6,5.046450898073483,2.060204952048326,25.466666666666665,6,-0.4496177581283953,7.618140370268022
S012,5,Ear level,2.9,ROVED,standing,0.31467424610734634,0.31467424610734634,3.8987177379235853,1.7435595774162693,15.2,5,6.8,1.3443854268702018,0.6012274404883687,1.8073721759809747,5,1.3448275862068966,1.3443854268702018,0.6012274404883687,1.8073721759809747,5,1.3448275862068966,0.24127499832630334,0.10790145950575245,0.05821362481735768,5,0.24127499832630334,0.10790145950575245,0.05821362481735768,5,3.8987177379235853,1.7435595774162693,15.199999999999998,5,-0.4496177581283953,7.618140370268022
S012,5,Ear level,4.2,ROVED,standing,0.003038204182076026,0.3252574989159953,4.031128874149275,2.0155644370746373,16.25,4,5.75,0.9597925890831607,0.47989629454158034,0.9212018140589568,4,0.369047619047619,0.5517442964884032,0.2758721482442016,0.30442176870748294,4,0.7738095238095237,0.4505935545825005,0.22529677729125025,0.20303455143129287,4,0.24897845598105592,0.12448922799052796,0.061990271542710605,4,4.031128874149275,2.0155644370746373,16.25,4,-0.4496177581283953,7.618140370268022
S012,5,Ear level,6,ROVED,standing,-0.1464787519645937,0.19645424660791366,2.3874672772626644,1.0677078252031311,5.7,5,4.8,0.39791121287711073,0.17795130420052185,0.15833333333333333,5,-0.19999999999999998,0.2635231383473649,0.11785113019775789,0.06944444444444443,5,0.3333333333333333,0.2412793939295943,0.10790342527930459,0.05821574593503234,5,0.19181485381367064,0.08578221044431046,0.03679293814355984,5,2.3874672772626644,1.0677078252031311,5.7,5,-0.4496177581283953,7.618140370268022
S013,0,Floor level,2,NORMAL,standing,-0.5017166594399687,0.5017166594399687,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.6666666666666666,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.7338122870037765,-0.6984747167725904
S013,0,Floor level,2.9,NORMAL,standing,-0.3863557495566349,0.3863557495566349,0.6418722614352486,0.2870540018881465,0.41200000000000003,5,1.32,0.22133526256387878,0.09898413858211946,0.04898929845422116,5,-0.5448275862068965,0.22133526256387878,0.09898413858211946,0.04898929845422116,5,0.5448275862068965,0.22446762941484327,0.10038497562396417,0.05038571665511941,5,0.22446762941484327,0.10038497562396417,0.05038571665511941,5,0.6418722614352484,0.28705400188814645,0.412,5,0.7338122870037765,-0.6984747167725904
S013,0,Floor level,4.2,NORMAL,standing,-0.18134628748937426,0.18134628748937426,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,-0.33333333333333337,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,0.33333333333333337,0.07875040509840577,0.03521825181113626,0.006201626303163012,5,0.07875040509840577,0.03521825181113626,0.006201626303163012,5,0.44721359549995793,0.19999999999999998,0.2,5,0.7338122870037765,-0.6984747167725904
S013,0,Floor level,6,NORMAL,standing,-0.2697953115119062,0.2697953115119062,1.7320508075688772,0.8660254037844386,3,4,3.5,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,-0.41666666666666663,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.41666666666666663,0.19809489967265018,0.09904744983632509,0.039241589276317344,4,0.19809489967265018,0.09904744983632509,0.039241589276317344,4,1.7320508075688772,0.8660254037844386,3,4,0.7338122870037765,-0.6984747167725904
S013,2,Floor level,2,ROVED,standing,-0.6408239965311849,0.6408239965311849,0.7893034904268447,0.35298725189445584,0.623,5,0.84,0.3946517452134223,0.1764936259472279,0.15574999999999997,5,-0.58,0.3946517452134223,0.1764936259472279,0.15574999999999997,5,0.58,0.6150852061224424,0.2750744665688502,0.37832981079068756,5,0.6150852061224424,0.2750744665688502,0.37832981079068756,5,0.7893034904268446,0.3529872518944558,0.6229999999999999,5,0.5416597586810356,-0.2514322556875763
S013,2,Floor level,2.9,ROVED,standing,-0.18635574955663486,0.1922450522849174,0.7071067811865476,0.31622776601683794,0.5,5,2,0.24382992454708535,0.1090440572471855,0.059453032104637336,5,-0.31034482758620685,0.2202581989333974,0.09850246108334965,0.04851367419738406,5,0.32413793103448274,0.17212295911950268,0.07697572741592507,0.02962631305605399,5,0.16382672137668727,0.07326553710583814,0.02683919463703472,5,0.7071067811865476,0.31622776601683794,0.5,5,0.5416597586810356,-0.2514322556875763
S013,2,Floor level,4.2,ROVED,standing,-0.8820562851741973,0.8820562851741973,0.6889605697474034,0.2812669747963865,0.4746666666666667,6,0.8333333333333334,0.1640382308922389,0.06696832733247297,0.02690854119425548,6,-0.8015873015873016,0.1640382308922389,0.06696832733247297,0.02690854119425548,6,0.8015873015873016,0.4901604592758471,0.20010716955234656,0.2402572758375094,6,0.4901604592758471,0.20010716955234656,0.2402572758375094,6,0.6889605697474034,0.2812669747963865,0.47466666666666674,6,0.5416597586810356,-0.2514322556875763
S013,2,Floor level,6,ROVED,standing,-0.2455678082598921,0.2455678082598921,1,0.5,1,4,3.5,0.16666666666666669,0.08333333333333334,0.02777777777777778,4,-0.4166666666666667,0.16666666666666669,0.08333333333333334,0.02777777777777778,4,0.4166666666666667,0.1109243748081782,0.0554621874040891,0.012304216926585197,4,0.1109243748081782,0.0554621874040891,0.012304216926585197,4,1,0.5,1,4,0.5416597586810356,-0.2514322556875763
S013,3,Ear level,2,NORMAL,standing,-0.9260177429856412,0.9260177429856412,0.38843274836192687,0.1737124060048677,0.15088,5,0.426,0.19421637418096344,0.08685620300243385,0.03772,5,-0.787,0.19421637418096344,0.08685620300243385,0.03772,5,0.787,0.6219624924170494,0.27815008249994394,0.38683734197362823,5,0.6219624924170494,0.27815008249994394,0.38683734197362823,5,0.38843274836192687,0.1737124060048677,0.15088,5,0.12112185686653777,0.1652649903288198
S013,3,Ear level,2.9,NORMAL,standing,-1.0623979978989562,1.0623979978989562,0.47104139945444284,0.2106561178793533,0.22188,5,0.524,0.16242806877739407,0.07264004064805286,0.026382877526753862,5,-0.8193103448275861,0.16242806877739407,0.07264004064805286,0.026382877526753862,5,0.8193103448275861,0.7377530301399968,0.3299331851998968,0.5442795334807471,5,0.7377530301399968,0.3299331851998968,0.5442795334807471,5,0.47104139945444284,0.2106561178793533,0.22187999999999997,5,0.12112185686653777,0.1652649903288198
S013,3,Ear level,4.2,NORMAL,standing,-0.943661288663493,0.943661288663493,0.38340579025361626,0.17146428199482244,0.147,5,0.62,0.09128709291752773,0.04082482904638632,0.008333333333333342,5,-0.8523809523809524,0.09128709291752773,0.04082482904638632,0.008333333333333342,5,0.8523809523809524,0.4086315190413495,0.1827455708650914,0.16697971835404077,5,0.4086315190413495,0.1827455708650914,0.16697971835404077,5,0.38340579025361643,0.17146428199482253,0.1470000000000001,5,0.12112185686653777,0.1652649903288198
S013,3,Ear level,6,NORMAL,standing,-0.9429329985725073,0.9429329985725073,0.5069516742254631,0.22671568097509268,0.257,5,0.92,0.08449194570424386,0.03778594682918212,0.0071388888888888925,5,-0.8466666666666667,0.08449194570424386,0.03778594682918212,0.0071388888888888925,5,0.8466666666666667,0.4730864109322219,0.21157067481516956,0.22381075220873115,5,0.4730864109322219,0.21157067481516956,0.22381075220873115,5,0.5069516742254632,0.22671568097509273,0.2570000000000002,5,0.12112185686653777,0.1652649903288198
S013,5,Ear level,2,ROVED,standing,-0.36684173951682614,0.40560574472004873,0.8944271909999159,0.39999999999999997,0.8,5,1.1,0.44721359549995793,0.19999999999999998,0.2,5,-0.45,0.27386127875258304,0.12247448713915889,0.075,5,0.55,0.33149872878388376,0.14825073840310604,0.10989140718533091,5,0.269188520023817,0.12038476590716361,0.07246245931261291,5,0.8944271909999159,0.39999999999999997,0.8,5,-0.11359952104632938,1.2909215252832262
S013,5,Ear level,2.9,ROVED,standing,-0.6792363305096196,0.6792363305096196,0.649358657959272,0.26509956200978113,0.4216666666666667,6,0.7833333333333333,0.2239167786066455,0.09141364207233833,0.05013872374157749,6,-0.7298850574712643,0.2239167786066455,0.09141364207233833,0.05013872374157749,6,0.7298850574712643,0.3373194702898378,0.13771009708600213,0.11378442503661675,6,0.3373194702898378,0.13771009708600213,0.11378442503661675,6,0.6493586579592718,0.26509956200978113,0.42166666666666663,6,-0.11359952104632938,1.2909215252832262
S013,5,Ear level,4.2,ROVED,standing,-0.7630432912651043,0.7630432912651043,0.8848728722251575,0.3957271787481875,0.783,5,1.04,0.21068401719646604,0.09422075684480655,0.0443877551020408,5,-0.7523809523809524,0.21068401719646604,0.09422075684480655,0.0443877551020408,5,0.7523809523809524,0.4339710493590043,0.19407775332673002,0.18833087168175536,5,0.4339710493590043,0.19407775332673002,0.18833087168175536,5,0.8848728722251575,0.3957271787481875,0.7829999999999999,5,-0.11359952104632938,1.2909215252832262
S013,5,Ear level,6,ROVED,standing,-1.1786662482156343,1.1786662482156343,0.36855573979159967,0.18427786989579983,0.13583333333333333,4,0.525,0.06142595663193329,0.030712978315966644,0.0037731481481481487,4,-0.9125,0.06142595663193329,0.030712978315966644,0.0037731481481481487,4,0.9125,0.42410260654133974,0.21205130327066987,0.17986302087515843,4,0.42410260654133974,0.21205130327066987,0.17986302087515843,4,0.36855573979159983,0.18427786989579992,0.13583333333333344,4,-0.11359952104632938,1.2909215252832262
S014,0,Floor level,2,NORMAL,standing,-0.3010299956639812,0.3010299956639812,0.6831300510639732,0.27888667551135854,0.4666666666666667,6,1.1666666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,-0.4166666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,0.4166666666666667,0.26924941342845155,0.10992061274056324,0.07249524663156523,6,0.26924941342845155,0.10992061274056324,0.07249524663156523,6,0.6831300510639732,0.27888667551135854,0.4666666666666667,6,1.61002118448927,-2.411163304780328
S014,0,Floor level,2.9,NORMAL,standing,-0.29653724333275105,0.3142051515175987,1.3693063937629153,0.6123724356957945,1.875,5,2,0.47217461853893633,0.2111629088606188,0.22294887039239003,5,-0.31034482758620685,0.4344006490558214,0.19426987615176927,0.1887039239001189,5,0.3517241379310345,0.42621099298597215,0.19060735061486395,0.1816558105420884,5,0.4100824732246868,0.18339445730232742,0.16816763484607597,5,1.3693063937629153,0.6123724356957945,1.875,5,1.61002118448927,-2.411163304780328
S014,0,Floor level,4.2,NORMAL,standing,-0.021189299069938095,0.021189299069938095,0,0,0,5,4,0,0,0,5,-0.04761904761904766,0,0,0,5,0.04761904761904766,0,0,0,5,0,0,0,5,0,0,0,5,1.61002118448927,-2.411163304780328
S014,0,Floor level,6,NORMAL,standing,0.09370405245622496,0.09370405245622496,1,0.5,1,4,7.5,0.16666666666666666,0.08333333333333333,0.027777777777777776,4,0.25,0.16666666666666666,0.08333333333333333,0.027777777777777776,4,0.25,0.062469368304149966,0.031234684152074983,0.0039024219763195366,4,0.062469368304149966,0.031234684152074983,0.0039024219763195366,4,1,0.5,1,4,1.61002118448927,-2.411163304780328
S014,2,Floor level,2,ROVED,standing,-0.48164799306236994,0.48164799306236994,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.13693063937629152,0.06123724356957944,0.01875,5,-0.65,0.13693063937629152,0.06123724356957944,0.01875,5,0.65,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.27386127875258304,0.12247448713915889,0.075,5,1.0554941512388325,-1.455323754259926
S014,2,Floor level,2.9,ROVED,standing,-0.3067677478222273,0.31265705055050985,0.9746794344808963,0.43588989435406733,0.95,5,1.7,0.3360963567175505,0.15030686012209218,0.11296076099881094,5,-0.41379310344827586,0.3137741563055814,0.14032406861638486,0.09845422116527942,5,0.4275862068965517,0.30757031426931836,0.13754962611343388,0.09459949821972725,5,0.3000658644796992,0.13419353414076937,0.09003952302594921,5,0.9746794344808963,0.43588989435406733,0.95,5,1.0554941512388325,-1.455323754259926
S014,2,Floor level,4.2,ROVED,standing,-0.25340590165642357,0.30503988831833795,1.7325318659888096,0.7073031724640982,3.0016666666666665,6,2.716666666666667,0.41250758714019276,0.1684055172533567,0.1701625094482237,6,-0.3531746031746032,0.1567937439941617,0.06401077794104511,0.02458427815570672,6,0.49603174603174605,0.2547722162768545,0.10401032175271542,0.0649088821866203,6,0.17408946901369252,0.07107172811260162,0.030307143221469404,6,1.7325318659888096,0.7073031724640982,3.0016666666666665,6,1.0554941512388325,-1.455323754259926
S014,2,Floor level,6,ROVED,standing,-0.18309843995574213,0.2455678082598921,2.943920288775949,1.4719601443879744,8.666666666666666,4,5,0.4906533814626582,0.2453266907313291,0.24074074074074076,4,-0.16666666666666669,0.36004114991154784,0.18002057495577392,0.12962962962962965,4,0.3333333333333333,0.40550321463898603,0.20275160731949302,0.16443285708255156,4,0.3587870920617092,0.1793935460308546,0.1287281774300974,4,2.943920288775949,1.4719601443879744,8.666666666666666,4,1.0554941512388325,-1.455323754259926
S014,3,Ear level,2,NORMAL,standing,-0.48164799306236994,0.48164799306236994,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.13693063937629152,0.06123724356957944,0.01875,5,-0.65,0.13693063937629152,0.06123724356957944,0.01875,5,0.65,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.16488091911084485,0.07373698866489865,0.02718571748683696,5,0.27386127875258304,0.12247448713915889,0.075,5,0.14230450400663178,0.43780049737496507
S014,3,Ear level,2.9,NORMAL,standing,-0.5226039970317523,0.5226039970317523,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.689655172413793,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.689655172413793,0.13462470671422574,0.06020599913279622,0.0181238116578913,5,0.13462470671422574,0.06020599913279622,0.0181238116578913,5,0.22360679774997896,0.09999999999999999,0.05,5,0.14230450400663178,0.43780049737496507
S014,3,Ear level,4.2,NORMAL,standing,-0.6834552895306967,0.6834552895306967,0.6123724356957945,0.27386127875258304,0.375,5,1,0.14580296087995107,0.06520506636966263,0.02125850340136054,5,-0.7619047619047619,0.14580296087995107,0.06520506636966263,0.02125850340136054,5,0.7619047619047619,0.2518597641597792,0.11263511069166628,0.06343334080261959,5,0.2518597641597792,0.11263511069166628,0.06343334080261959,5,0.6123724356957945,0.27386127875258304,0.375,5,0.14230450400663178,0.43780049737496507
S014,3,Ear level,6,NORMAL,standing,-0.7179452512508474,0.7179452512508474,0.6708203932499369,0.3,0.45,5,1.3,0.11180339887498951,0.05000000000000001,0.012500000000000004,5,-0.7833333333333333,0.11180339887498951,0.05000000000000001,0.012500000000000004,5,0.7833333333333333,0.2518597641597792,0.11263511069166628,0.06343334080261959,5,0.2518597641597792,0.11263511069166628,0.06343334080261959,5,0.6708203932499369,0.3,0.45,5,0.14230450400663178,0.43780049737496507
S014,4,Ear level,2,ROVED,standing,-0.4013733275519749,0.4013733275519749,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.8333333333333334,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.5833333333333334,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.5833333333333334,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.030003684259003585,0.8513194252555943
S014,4,Ear level,2.9,ROVED,standing,-0.42717974608781983,0.42717974608781983,0.570087712549569,0.25495097567963926,0.325,5,1.2,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,-0.5862068965517241,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,0.5862068965517241,0.22696069141569708,0.10149990684517032,0.05151115544789127,5,0.22696069141569708,0.10149990684517032,0.05151115544789127,5,0.570087712549569,0.25495097567963926,0.325,5,0.030003684259003585,0.8513194252555943
S014,4,Ear level,4.2,ROVED,standing,-0.8038672877962892,0.8038672877962892,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.06520506636966264,0.029160592175990218,0.00425170068027211,5,-0.8333333333333333,0.06520506636966264,0.029160592175990218,0.00425170068027211,5,0.8333333333333333,0.16488091911084488,0.07373698866489867,0.02718571748683697,5,0.16488091911084488,0.07373698866489867,0.02718571748683697,5,0.27386127875258304,0.12247448713915889,0.075,5,0.030003684259003585,0.8513194252555943
S014,4,Ear level,6,ROVED,standing,-0.7781512503836436,0.7781512503836436,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.10485881160098265,0.052429405800491324,0.010995370370370372,4,-0.8125,0.10485881160098265,0.052429405800491324,0.010995370370370372,4,0.8125,0.24578996221632887,0.12289498110816444,0.06041270552630437,4,0.24578996221632887,0.12289498110816444,0.06041270552630437,4,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,0.030003684259003585,0.8513194252555943
S015,0,Floor level,2,NORMAL,standing,-0.1788979630460052,0.1788979630460052,0.3361547262794322,0.15033296378372907,0.113,5,1.36,0.1680773631397161,0.07516648189186453,0.02825,5,-0.32,0.1680773631397161,0.07516648189186453,0.02825,5,0.32,0.11313557933149081,0.05059576921180673,0.01279965931067205,5,0.11313557933149081,0.05059576921180673,0.01279965931067205,5,0.3361547262794322,0.15033296378372907,0.113,5,0.5938772220687113,0.05832182002394798
S015,0,Floor level,2.9,NORMAL,standing,-0.1968230270931614,0.1968230270931614,0.30923292192132457,0.15461646096066228,0.095625,4,1.8625,0.10663204204183604,0.05331602102091802,0.011370392390011889,4,-0.35775862068965514,0.10663204204183604,0.05331602102091802,0.011370392390011889,4,0.35775862068965514,0.07254428305287475,0.036272141526437374,0.0052626730036556095,4,0.07254428305287475,0.036272141526437374,0.0052626730036556095,4,0.30923292192132457,0.15461646096066228,0.095625,4,0.5938772220687113,0.05832182002394798
S015,0,Floor level,4.2,NORMAL,standing,-0.3108132373993528,0.3108132373993528,0.7116295852946718,0.2905215616400576,0.5064166666666665,6,2.158333333333333,0.16943561554635042,0.0691718003904899,0.028708427815570668,6,-0.48611111111111116,0.16943561554635042,0.0691718003904899,0.028708427815570668,6,0.48611111111111116,0.15568324989303342,0.06355742062268928,0.024237274297256688,6,0.15568324989303342,0.06355742062268928,0.024237274297256688,6,0.7116295852946718,0.2905215616400576,0.5064166666666665,6,0.5938772220687113,0.05832182002394798
S015,0,Floor level,6,NORMAL,standing,-0.19660020633567948,0.19660020633567948,0.20493901531919198,0.0916515138991168,0.042,5,3.82,0.03415650255319868,0.015275252316519473,0.0011666666666666678,5,-0.36333333333333334,0.03415650255319868,0.015275252316519473,0.0011666666666666678,5,0.36333333333333334,0.023730027624552993,0.01061239097528967,5.631142110620482e-4,5,0.023730027624552993,0.01061239097528967,5.631142110620482e-4,5,0.20493901531919198,0.0916515138991168,0.042,5,0.5938772220687113,0.05832182002394798
S015,2,Floor level,2,ROVED,standing,-0.14426894791563283,0.14426894791563283,0.3970726214015097,0.16210421887717105,0.15766666666666665,6,1.4833333333333334,0.19853631070075484,0.08105210943858553,0.03941666666666666,6,-0.25833333333333336,0.19853631070075484,0.08105210943858553,0.03941666666666666,6,0.25833333333333336,0.12612557412289674,0.05149055001944584,0.015907660447830322,6,0.12612557412289674,0.05149055001944584,0.015907660447830322,6,0.3970726214015097,0.16210421887717105,0.15766666666666665,6,0.30789122225292453,1.3066689693285434
S015,2,Floor level,2.9,ROVED,standing,-0.026636247277962755,0.09833118025208751,0.8229773184399838,0.4114886592199919,0.6772916666666665,4,2.8125,0.2837852822206841,0.14189264111034205,0.08053408640507333,4,-0.03017241379310342,0.13158911657304953,0.06579455828652477,0.01731569560047562,4,0.21982758620689655,0.12277006983258035,0.061385034916290174,0.015072490046696654,4,0.05591465155999507,0.027957325779997533,0.003126448259075659,4,0.8229773184399838,0.4114886592199919,0.6772916666666665,4,0.30789122225292453,1.3066689693285434
S015,2,Floor level,4.2,ROVED,standing,-0.22701246291822963,0.22701246291822963,0.42071367935925263,0.1881488772222678,0.17700000000000002,5,2.52,0.1001699236569649,0.04479735171958756,0.010034013605442175,5,-0.4,0.1001699236569649,0.04479735171958756,0.010034013605442175,5,0.4,0.07615328015472084,0.0340567822271083,0.005799322078323398,5,0.07615328015472084,0.0340567822271083,0.005799322078323398,5,0.42071367935925263,0.1881488772222678,0.17700000000000002,5,0.30789122225292453,1.3066689693285434
